date,hs300_benchmark,single_momentum_nav,thr_3%_def_30%_nav,thr_3%_def_50%_nav,thr_3%_def_70%_nav,thr_5%_def_30%_nav,thr_5%_def_50%_nav,thr_5%_def_70%_nav,thr_8%_def_30%_nav,thr_8%_def_50%_nav,thr_8%_def_70%_nav
2022-11-11,1.6958473773029443,3.2550942385453383,2.75076332210972,2.8455346146827147,2.940407003801829,2.8492536253295837,3.034169365991429,3.224342258145859,2.5394728720533175,2.577577428971932,2.607578199289903
2022-11-14,1.6967287948587155,3.2550942385453383,2.75076332210972,2.8455346146827147,2.940407003801829,2.8474016104731192,3.0318937389669354,3.221601567226435,2.5378222146864826,2.575644245900203,2.6053617578205066
2022-11-15,1.729781953200119,3.239161408851406,2.7400390986317094,2.834440912481223,2.928943428738274,2.8363006295356024,3.0200734904719377,3.2090417170618095,2.527928170964508,2.5656027478655044,2.59520440203953
2022-11-16,1.717001398641443,3.1844141217810153,2.6937278198214085,2.7865340839126844,2.8794393483710876,2.7883623686144903,2.9690291584714608,3.1548035035461885,2.4852019243221104,2.522239737377002,2.5513410737050584
2022-11-17,1.7095093494173916,3.209147435348246,2.711935327667619,2.8053688900216165,2.8989021219083297,2.8072095325079793,2.989097489540663,3.176127524897342,2.5019999590766058,2.539288118980515,2.5685861577391695
2022-11-18,1.7037801353048816,3.1781411351275257,2.688421437543333,2.781044882304666,2.8737671324120146,2.782869565463112,2.9631804592845294,3.1485888469358043,2.4803063178129356,2.5172711699720134,2.546315179492876
2022-11-21,1.6892367456346644,3.1368253003708677,2.691034092001587,2.7837475498287714,2.8765599090227165,2.7855740062458754,2.966060129312989,3.151648700042642,2.4756835590480093,2.510291347735031,2.5369406675898487
2022-11-22,1.6883553280788934,3.1429162232842094,2.696259400918095,2.789152884876983,2.8821454622441203,2.790982887811402,2.9718194693699074,3.1577684062563174,2.4788783926273172,2.5132793255916557,2.5397061792224407
2022-11-23,1.6896774544125495,3.1703253763942456,2.7197732910423804,2.8134768925939326,2.9072804517404345,2.815322854856268,2.99773649962604,3.1853070842178544,2.4772671216721096,2.511394366097462,2.5375474289701017
2022-11-24,1.6817446964106124,3.2403709898976727,2.7798643435822217,2.8756382456483616,2.9715143137865727,2.8775249928598168,3.0639689102806016,3.2556837056751173,2.530354408758671,2.5649563043453925,2.5914077872520918
2022-11-25,1.6909995807462055,3.2342800669843315,2.774639034665714,2.8702329106001505,2.9659287605651694,2.872116111294291,3.058209570223683,3.2495639994614423,2.5255981034790493,2.560134957908653,2.586536719982821
2022-11-28,1.671167685741363,3.2371306189077753,2.779864343582222,2.8756382456483616,2.9715143137865727,2.8775249928598168,3.0639689102806016,3.2556837056751173,2.530354408758671,2.5649563043453925,2.591407787252092
2022-11-29,1.7222899039760673,3.3883984048380458,2.756350453457936,2.851314237931411,2.946379324290257,2.8531850258149496,3.0380518800244682,3.228145027713579,2.5089510350003734,2.5432602453800643,2.569487984540373
2022-11-30,1.7236120303097233,3.453947778741163,2.7485124900831743,2.8432062353590943,2.9380009944581524,2.845071703466661,3.0294128699390908,3.218965468393067,2.501816577080941,2.5360282257249556,2.562181383636467
2022-12-01,1.7434439253145657,3.4993281145202433,2.77202638020746,2.8675302430760445,2.9631359839544675,2.8694116705115276,3.0553299001952237,3.2465041463546043,2.4949816663135347,2.525327155234288,2.5475590678588325
2022-12-02,1.733307623423202,3.469074557334189,2.74589983562492,2.8405035678349884,2.9352082178474506,2.8423672626838976,3.0265331999106313,3.215905615286229,2.469859834656157,2.4996496239595882,2.5214031276403026
2022-12-05,1.7645979466530637,3.574962007485378,2.792674385685312,2.888889628610648,2.9852075084050154,2.8907850702432074,3.078088149888055,3.2706863965223616,2.511932229642839,2.542229467897242,2.564353527828298
2022-12-06,1.7747342485444277,3.56487748842336,2.8087162215671215,2.905484149454316,3.002355303782967,2.9073904789883613,3.0957694754243756,3.289474055643245,2.526361410782146,2.5568326841214275,2.5790838303108288
2022-12-07,1.7694457432098032,3.529581671706297,2.8003465680635693,2.896826138579359,2.993408627933601,2.8987267874691507,3.0865444360141217,3.2796717987106105,2.518833142361638,2.54921361478707,2.571398455102552
2022-12-08,1.773412122210772,3.5749620074853783,2.806623808191234,2.9033196467355773,3.000118634820626,2.905224556108559,3.0934632155718127,3.287023491410087,2.5216068749443696,2.5547412539468204,2.579717725156901
2022-12-09,1.7883962206588748,3.655638159981522,2.830337826451299,2.9278506775479554,3.025467549727162,2.9297716820796547,3.1196008272341986,3.314796552719218,2.541259805186434,2.574394794609794,2.5993032575390953
2022-12-12,1.769886451987689,3.585046526547396,2.8084027082963012,2.9051598347969585,3.002020176216776,2.907065951543537,3.095423920823133,3.2891068794356433,2.524494799930103,2.5469494781085067,2.561031519767544
2022-12-13,1.7650386554309496,3.6102578242024412,2.797909659830667,2.894305272216996,2.99080371388009,2.908289047630757,3.098625749941234,3.2945269164345934,2.527199615787171,2.5514976021765574,2.5674340985669626
2022-12-14,1.7694457432098034,3.6405113813884955,2.8048957014282467,2.9015320019853283,2.998271388571426,2.913655585242306,3.104032871217115,3.2999456111737406,2.5236021786116734,2.5454442270824256,2.5589064408255777
2022-12-15,1.7685643256540324,3.5749620074853783,2.80349849310873,2.9000866560316614,2.996777853633158,2.9122042001438038,3.1024866530994473,3.298301802650117,2.517285653492383,2.5348255682090186,2.5439616952236164
2022-12-16,1.7703271607655746,3.6001733051404234,2.806292909747763,2.9029773479389953,2.999764923509694,2.9151069703408083,3.105579089334783,3.3015894196973647,2.522731704185035,2.5439655642482335,2.5568038095504666
2022-12-19,1.7447660516482224,3.5699197479543696,2.7657738684818005,2.861062315282669,2.9564524102999443,2.9006971582767735,3.0810309319508287,3.2657165080975417,2.5118941932840015,2.5257510136688905,2.5311747498843284
2022-12-20,1.717001398641443,3.505903220948679,2.7559451921293676,2.8450718864951354,2.933912717779995,2.892268982514226,3.066110685306999,3.2435760571951855,2.5045957113664694,2.513519773893254,2.5140142431054517
2022-12-21,1.715679272307787,3.5354110860382,2.7806965225185385,2.8703364206827366,2.959669949006365,2.9182446460960003,3.093338067012048,3.2720518663081135,2.5270896550487945,2.5358400908455847,2.5360851267325053
2022-12-22,1.71920494253087,3.5539844428704854,2.7806965225185385,2.8703364206827366,2.959669949006365,2.9182446460960003,3.093338067012048,3.2720518663081135,2.5270896550487945,2.5358400908455847,2.5360851267325053
2022-12-23,1.7147978547520164,3.5307604835886806,2.77281062853232,2.8577251639316157,2.942054905681642,2.909968673612632,3.0797470188338605,3.2525776220920957,2.5199229754230243,2.5246984942595536,2.520991129715177
2022-12-26,1.7187642337529847,3.6111295789212736,2.7738641280112457,2.8595347669989484,2.9446631103852603,2.911074284810813,3.081697213248016,3.2554611128918225,2.5208803929668777,2.526297214177398,2.523226050929463
2022-12-27,1.7394775463135979,3.622116399567309,2.7759692614248643,2.863151684235223,2.9498775403808835,2.913283549383146,3.085595135349265,3.2612259061602877,2.522793532652914,2.5294926318528055,2.527694197237712
2022-12-28,1.7337483322010883,3.637166744717866,2.7650277789326143,2.8515812000853895,2.937662566088451,2.9139451580620372,3.0867630366116985,3.2629540349523487,2.523366460782964,2.530450047686209,2.529033626411116
2022-12-29,1.7284598268664637,3.6221163995673096,2.761976397179995,2.8472871113758056,2.932057208146255,2.912622641348847,3.084428117521977,3.259498561692944,2.522221211254621,2.528535940237127,2.5263553759746746
2022-12-30,1.7355111673126298,3.6221163995673096,2.767416653719895,2.8566342660343627,2.9455328246079375,2.9183596253393826,3.0945537653825292,3.2744790853855736,2.5271892227313346,2.5368366895358854,2.53796640320769
2023-01-03,1.740358963869369,3.627133181284162,2.76762493896729,2.856992599484693,2.9460501033277633,2.918579271071345,3.0949419432256526,3.2750541318882753,2.527379427640221,2.5371549078863036,2.5384121072925483
2023-01-04,1.7425625077587963,3.7124184704706495,2.769327914869847,2.8584645041298318,2.9472729118170937,2.9218733786007713,3.1007638806658813,3.2836791803921197,2.530232000357648,2.541927584537707,2.5450971655134094
2023-01-05,1.7756156661001996,3.767603069356024,2.7673203908667316,2.855963794100591,2.944252653027734,2.9216543476128702,3.10037647888169,3.2831048237138907,2.530042327793903,2.541610002380718,2.5446519960941543
2023-01-06,1.7826670065463657,3.712418470470649,2.797037548653838,2.886344007252224,2.975274255233033,2.9153013376593004,3.089140423159674,3.266447231131688,2.524540861097625,2.532398968880463,2.5317411149342663
2023-01-09,1.7936847259935003,3.7425191607717623,2.804297603959647,2.8997909949312772,2.995272873498435,2.9247694613390096,3.1058616011803015,3.291200519564987,2.5327398986374434,2.5461065665216838,2.550926766384297
2023-01-10,1.7963289786608123,3.703694287065043,2.8066062230141493,2.9018878216875628,2.997138773951375,2.9243323849562444,3.105088036647006,3.2900529029454626,2.5323614069963023,2.545472417937245,2.5500372775990074
2023-01-11,1.7963289786608123,3.66268546306161,2.7755303264293554,2.8697569281165407,2.9639532227237564,2.9269557581398584,3.109730580434667,3.296939632171663,2.5346331491007597,2.5492782575852946,2.5553750082573257
2023-01-12,1.7989732313281248,3.619625493317541,2.785810068379094,2.8803856574799354,2.974930827252363,2.9256468089809387,3.107412768821921,3.2934993473380927,2.533499648562031,2.5473781744119393,2.55270852998784
2023-01-13,1.8262971755570185,3.654376824481277,2.7856617945219835,2.8810899866675164,2.976543826012342,2.927393898391627,3.110505491159639,3.298088448195294,2.53501256201228,2.549913509743526,2.5562654266705795
2023-01-16,1.854061828563797,3.6013883605262986,2.8448113577355927,2.9419714137580453,3.039138152747682,2.9324097955604627,3.119388235919593,3.3112742500368495,2.539356139533483,2.5571953586042286,2.566485410124614
2023-01-17,1.852271761628182,3.611034936491994,2.8524313881580983,2.949851694330611,3.0472787013711127,2.9383532927536873,3.1253979323178562,3.3173216124607223,2.5423657468099674,2.562246608695299,2.5735828512587853
2023-01-18,1.848244111023047,3.6046038858481966,2.8473513678764273,2.9445981739489,3.0418516689554917,2.9331202503801275,3.1198317739343873,3.311413648769786,2.5404899235831033,2.5590957889600614,2.5691521872256295
2023-01-19,1.860774579572356,3.652836765676674,2.8854515199889574,2.983999576811731,3.0825544120726485,2.972368068181824,3.161577961810405,3.355723376451808,2.5427447962963425,2.5628814336182866,2.574472916607457
2023-01-20,1.8710674644521454,3.6689143922861662,2.8981515706931344,2.997133377766008,3.0961219931117006,2.985450674115723,3.1754933577690774,3.370493285679149,2.5522763960351704,2.572231100327153,2.5836062898687824
2023-01-30,1.8818078660658386,3.704285170827049,2.926091682242323,3.0260277398654174,3.125970671397615,3.0142324071703004,3.2061072288781567,3.4029870859792983,2.5768820405192954,2.5970291214521297,2.608513975397754
2023-01-31,1.86122209630626,3.6624833416423694,2.893071550411464,2.9918798573842977,3.0906949606960796,2.9802176317421636,3.1699271993856084,3.364585321988213,2.547802642492602,2.567722369213521,2.579077619772606
2023-02-01,1.8750951150572808,3.7139317467927455,2.93371171266483,3.0339080204379845,3.134111220021047,3.0220819707306403,3.214456466453361,3.4118490315157035,2.583592670833148,2.6037922181225786,2.6153069805420195
2023-02-02,1.8706199477182417,3.6817764935737607,2.9083116112564764,3.0076404185294305,3.1069760579429424,2.9959167588628426,3.1866256745360158,3.382309213061022,2.561223903120307,2.5812485625544177,2.592663630061136
2023-02-03,1.8513767281603748,3.63997466438908,2.8752914794256164,2.97349253604831,3.0717003472414066,2.9619019834347053,3.1504456450434666,3.3439074490699356,2.5321445050936133,2.5519418103158085,2.5632272744359876
2023-02-06,1.8258682743278534,3.578879683273009,2.827031286749745,2.9235840924220575,3.020143539293009,2.91218808088589,3.0975671404005114,3.287781794006041,2.4896438464392157,2.509108864736303,2.5202049085223095
2023-02-07,1.8303434416668922,3.5724486326292118,2.821951266468074,2.9183305720403467,3.014716506877388,2.90695503851233,3.0920009820170424,3.2818738303151047,2.4851700928966474,2.5046001336226706,2.5156762384261326
2023-02-08,1.8227356571905264,3.549602325217123,2.806711205623062,2.9025700108952144,2.9984354096305257,2.8912559113916516,3.0753025068666355,3.264149939242296,2.471748832268943,2.4910739402817743,2.502090228137603
2023-02-09,1.8469015608213362,3.5034574949893007,2.7702239599499627,2.864836600753577,2.959455749305329,2.8536695845435602,3.0353235742773697,3.2217159900321466,2.4396160974494467,2.4586899790581116,2.469563055171814
2023-02-10,1.8361611592076426,3.4661204701759165,2.7379604457307947,2.831471176968247,2.924988340161111,2.8204342178191344,2.99997256774711,3.1841941574448636,2.4112030197390104,2.4300547566910002,2.4408011991278333
2023-02-13,1.850481694692567,3.4941232387859547,2.760080413425208,2.854346617356679,2.9486193052072958,2.843220490674046,3.024209329964097,3.209919244892802,2.4306831159487507,2.44968715598204,2.4605204188694403
2023-02-14,1.8545093452977022,3.4750875789685978,2.7477915424838675,2.8416380393631058,2.935490991292749,2.830561450199095,3.010744462065771,3.1956275296439474,2.419860840276673,2.438780267487018,2.44956529679077
2023-02-15,1.8419788767483933,3.4856985334081965,2.753425563921357,2.847464481938472,2.941509868241308,2.836365181538969,3.016917637352113,3.2021797857848813,2.424822478610248,2.4437806978675294,2.4545878405977777
2023-02-16,1.8290008914651805,3.5599752144853882,2.8120982547811733,2.908141046241575,3.0041904438202707,2.89680523106948,3.0812050755909715,3.2704149714789277,2.4764929728272094,2.4958551724035196,2.5068926043243667
2023-02-17,1.8030449208987553,3.469782101748798,2.740852844451396,2.8344623610163784,2.92807831633153,2.8234137423538592,3.0031417577295008,3.187557960279014,2.4137502298494704,2.4326218818955314,2.44337967694208
2023-02-20,1.8500341779586635,3.469782101748798,2.740852844451396,2.8344623610163784,2.92807831633153,2.8234137423538592,3.0031417577295008,3.187557960279014,2.4137502298494704,2.4326218818955314,2.44337967694208
2023-02-21,1.852271761628183,3.4591711473091995,2.7324710314714227,2.825794280401649,2.919123948391678,2.8147794495637863,2.9939578379810925,3.177810076608436,2.4063687306756187,2.4251826712475326,2.4359075678382816
2023-02-22,1.8343710922720278,3.3974100869935153,2.6863710600815676,2.77811983702064,2.8698749247224935,2.7672908392183855,2.9434462793648475,3.1241967164202573,2.3657704852194352,2.384267012683541,2.3948109677673903
2023-02-23,1.8343710922720278,3.381932136711085,2.703134686041515,2.795455998250098,2.887783660602197,2.7845594247985317,2.9618141188616645,3.1436924837614137,2.361001436817158,2.377051753625796,2.3851446596980392
2023-02-24,1.8169179396497754,3.382415822657411,2.7115164990214886,2.804124078864827,2.8967380285420488,2.783704638332998,2.961285889141095,3.1435360365021676,2.361811849209658,2.378411623050067,2.387054958624571
2023-02-27,1.8102051886412174,3.3529203202286113,2.690561966571554,2.782453877328004,2.8743521086924186,2.760396812773119,2.9361973441622276,3.1165915113126306,2.3585727929593134,2.3729752536259525,2.3794163827569723
2023-02-28,1.8218406237227178,3.36831834695756,2.698943779551528,2.791121957942733,2.8833064766322707,2.76240315537962,2.9407322689351716,3.1239527859607112,2.3618222617900266,2.3784241061027056,2.387065482494882
2023-03-01,1.8437689436840086,3.3875658803687463,2.6905619665715546,2.7824538773280043,2.874352108692419,2.767138703645985,2.9491343611321295,3.136448597104554,2.3658710999530954,2.3852196035487134,2.3966137444248616
2023-03-02,1.8415313600144891,3.418361933826644,2.644461995181699,2.734779433946995,2.825103085023234,2.7746854455650194,2.9625395173190934,3.156407815449765,2.3723234756802403,2.396061510837571,2.4118649227984745
2023-03-03,1.845559010619624,3.445308480602305,2.6779892471015936,2.7694517564059105,2.860920556782641,2.781247201686288,2.9742161933445628,3.17382493064763,2.3779337001159706,2.405505446972629,2.4251736368995025
2023-03-06,1.834371092272027,3.445308480602305,2.7450437509413828,2.838796401323742,2.9325555003014547,2.781247201686288,2.9742161933445628,3.17382493064763,2.3779337001159706,2.405505446972629,2.4251736368995025
2023-03-07,1.8088626384395057,3.4337599605555926,2.7492346574313697,2.8431304416311067,2.9370326842713808,2.7784504167907373,2.9692314734674485,3.166377967123205,2.3755424818700437,2.4014738735978143,2.4194832853492354
2023-03-08,1.8017023706970432,3.426060947191118,2.7240892184914482,2.8171261997869195,2.910169580451825,2.7512482859952514,2.9398673131258017,3.1347503884195844,2.3739445833396378,2.398781638313512,2.4156858900583287
2023-03-09,1.7972272033580041,3.422211440508881,2.7214009250295974,2.813431886960036,2.9054089844484228,2.74853319034825,2.936012040499024,3.129622412279975,2.3731443773003096,2.397434008179628,2.4137859123919907
2023-03-10,1.7726137829932904,3.3529203202286113,2.7048704807155817,2.7849494494092597,2.8642299594719884,2.731837938123413,2.906288634014782,3.0852655591925426,2.3587293270894865,2.373163022719992,2.379574773476199
2023-03-13,1.7923045192850613,3.3991144004154576,2.7411764572328283,2.8226126133609863,2.903255668146537,2.768505883867045,2.945592767645343,3.1273029223234214,2.3903892428490003,2.4052572598444173,2.4119969578653695
2023-03-14,1.7811166009374642,3.383716373686509,2.7364930811980885,2.8155153249636875,2.893615313994016,2.76377581474861,2.9381862531013287,3.1169186120319834,2.3863051965030895,2.399209386196434,2.403987844116366
2023-03-15,1.7806690842035606,3.4376094672378303,2.7791046992006425,2.8596434828171504,2.9392615194827614,2.806812268987041,2.9842370579504913,3.166087382589852,2.4234638234221753,2.436812694400395,2.441910273747663
2023-03-16,1.7600833144439818,3.41066292046217,2.7573200039101557,2.8372274644747986,2.9162213955898393,2.7848103811002445,2.9608443822442725,3.141269228415015,2.4044669065532442,2.41771113912514,2.4227687598437058
2023-03-17,1.7694811658559633,3.46455601401349,2.8008893944911284,2.8820595011595014,2.9623016433756826,2.828814156873837,3.0076297336567097,3.1909055367646872,2.4424607402911054,2.4559142496756494,2.4610517876516194
2023-03-20,1.7596357977100778,3.4380175149461465,2.7943092650366506,2.871734522996597,2.9480352974045734,2.8221684237750932,2.9968549001358844,3.1755382420631464,2.4367226672739393,2.447115936876186,2.449199444277349
2023-03-21,1.778879017267945,3.405440968120911,2.7855302066091703,2.8567000603011796,2.9264317172985654,2.8133018384638264,2.9811653916388883,3.1522674912507322,2.4290670613124843,2.434304490355031,2.4312513971706475
2023-03-22,1.7869343184782152,3.3553843229992086,2.773246837289312,2.835704714547683,2.896320742325895,2.8008960044118045,2.9592552866840065,3.1198328210771074,2.4183555896702056,2.416413545080607,2.4062354880210384
2023-03-23,1.8039399543665628,3.3792208206762098,2.7791571431229856,2.845777073230661,2.9107234739358514,2.806865235773326,2.9697664941905804,3.135347026438845,2.423509556117525,2.424996591061239,2.4182011392757015
2023-03-24,1.8017023706970434,3.3967009189726776,2.783469966340623,2.853137418353054,2.9212631262985633,2.811221057676948,2.9774475267408027,3.146700034717039,2.4272704691366584,2.4312686255079057,2.4269573813506713
2023-03-27,1.792304519285062,3.373658971218243,2.7778053607950874,2.8434601101504526,2.9073913973011694,2.805499976226237,2.967348581913261,3.1317578099907806,2.422330760813503,2.4230222173044287,2.4154328819725617
2023-03-28,1.788724385413831,3.3569734228443413,2.755588024168581,2.8204354009864585,2.8835604078883645,2.8013373172883598,2.9600105790611435,3.1209154077753154,2.4187366289733885,2.4170302876573024,2.4070704553675224
2023-03-29,1.788724385413831,3.3688916716828423,2.755588024168581,2.8204354009864585,2.8835604078883645,2.8043209901706785,2.965265035710365,3.128671528907065,2.421312798164011,2.4213208739667538,2.4130525239548266
2023-03-30,1.8079676049716984,3.3752480710633765,2.7800821399389686,2.845505937884116,2.9091920559584836,2.8274092764739747,2.9893792299285473,3.153798932846227,2.422683352578066,2.4236051389421944,2.4162395744581633
2023-03-31,1.8124427723107372,3.401468218508078,2.7923291978241624,2.8580412063329446,2.922007879993543,2.8398648239474285,3.00254830142603,3.1676923202155938,2.4283294366624637,2.433018859467747,2.4293787303362198
2023-04-03,1.8258682743278545,3.350441427930922,2.829070371479744,2.895647011679431,2.960455352098722,2.87723146636779,3.042055515918478,3.209372482323694,2.418119221792124,2.4159689725758917,2.4055446012369157
2023-04-04,1.8348186090059317,3.3649455033765094,2.841317429364937,2.908182280128259,2.9732711761337804,2.8896870138412427,3.05522458741596,3.22326586969306,2.426368669030647,2.4297058252984267,2.424693214978105
2023-04-06,1.8294484081990856,3.2987924152691814,2.788246845195765,2.8538627835166683,2.9177359386485238,2.835712974789611,2.998158610926869,3.163061191092472,2.379500883013385,2.3825351463646793,2.377381911184038
2023-04-07,1.8424263934822986,3.2939714548987835,2.8127409609661513,2.878933320414325,2.943367586718642,2.8606240697365175,3.0244967539218335,3.1908479658312046,2.377624698773268,2.3801984186203784,2.3745931214114524
2023-04-10,1.8357136424737401,3.2796290537889194,2.8004939030809575,2.866398051965496,2.9305517626835824,2.8481685222630637,3.011327682424351,3.176954578461838,2.3657334695287067,2.3680573339436854,2.362244203249871
2023-04-11,1.8312384751347004,3.290677483443884,2.812740960966151,2.878933320414325,2.9433675867186415,2.860624069736517,3.024496753921833,3.190847965831204,2.3681664004240774,2.3729048914777082,2.369485647150721
2023-04-12,1.8294484081990852,3.3135771179842033,2.7964115504525595,2.86221962914922,2.9262798213385626,2.8440166731052456,3.0069379919251897,3.1723234493387156,2.373110380383209,2.3811613455190366,2.3810280267819355
2023-04-13,1.818260489851488,3.3173937237409232,2.77599978731057,2.8413275150678388,2.9049201146134638,2.8431501521302938,3.0064131977772672,3.1721825363534313,2.373930390880923,2.3825326662662833,2.3829477683377376
2023-04-14,1.8276583412634697,3.332660146767802,2.8004939030809575,2.866398051965496,2.9305517626835824,2.847075347922466,3.0133308535475782,3.1824012559827333,2.3772077913285266,2.3880147938922986,2.390624084204449
2023-04-17,1.8549568620316066,3.2973000577529437,2.812740960966151,2.878933320414325,2.9433675867186415,2.8576674227755277,3.0242388037546797,3.1936015919483043,2.370347319919745,2.3765286943339525,2.374525974246682
2023-04-18,1.858089479168934,3.29251442631934,2.808658608337753,2.8747548975980486,2.9390956453736217,2.853519864832457,3.0198494876389255,3.1889664662705854,2.3719318805183347,2.3791757482268077,2.3782276532043607
2023-04-19,1.8433214269501053,3.287728794885737,2.804576255709356,2.870576474781773,2.9348237040286027,2.8493723068893875,3.0154601715231717,3.1843313405928675,2.3734588752912003,2.381728511905162,2.381800098176985
2023-04-20,1.8361611592076432,3.287728794885737,2.804576255709356,2.870576474781773,2.9348237040286027,2.8493723068893875,3.0154601715231717,3.1843313405928675,2.371916127022261,2.379942215521233,2.3797755680935344
2023-04-21,1.8034924376326595,3.270098528684341,2.792329197824162,2.858041206332944,2.922007879993543,2.8369296330601763,3.002292223175909,3.170425963559711,2.3605503006810302,2.361730030185217,2.354758550459346
2023-04-24,1.7806690842035615,3.270098528684341,2.789536868626338,2.8551831651266113,2.9190858721135498,2.834092703427116,2.999289930952733,3.167255537596151,2.36207651854785,2.3642749978901585,2.3583109879277115
2023-04-25,1.7721662662593878,3.270098528684341,2.789536868626338,2.8551831651266113,2.9190858721135498,2.8377323184147336,3.006708335967436,3.178854946900629,2.366648279551491,2.371901691431739,2.368961424647385
2023-04-26,1.7681386156542525,3.263792344254025,2.786944362242856,2.852529649173891,2.916372967027942,2.8332522089575707,3.0016610618672113,3.173201105214168,2.3681653617819727,2.374435774435405,2.372504743017584
2023-04-27,1.7838017013408891,3.270751389764161,2.776574336708929,2.8419155853630116,2.9055213466855125,2.833221731862913,3.0026074811199273,3.1752359796243996,2.3696801797106177,2.3769671558580443,2.3760457948728337
2023-04-28,1.8012548539631408,3.340341844865525,2.810276919694192,2.876411292748371,2.940789112798409,2.8513061258960803,3.034550113897798,3.222526728257103,2.3848057978789834,2.4022540404948316,2.411433710966684
2023-05-04,1.8012548539631408,3.441248004762505,2.841386996295973,2.90825348418101,2.9733439738256977,2.8771460876620134,3.080384464576463,3.29066974136504,2.4064181004222616,2.438538085898139,2.462425486313167
2023-05-05,1.7940945862206787,3.4238503909871634,2.8387944899124906,2.90559996822829,2.97063106874009,2.87265251575001,3.075265714388406,3.284872788259984,2.4027683257502357,2.432373935023776,2.453711139293859
2023-05-08,1.8142328392463538,3.517797505374006,2.8180544388446367,2.884371840606531,2.948927828055231,2.8944167559055036,3.115118767215303,3.345120610024892,2.4225472113585456,2.465744918888431,2.5008403471522467
2023-05-09,1.7985697535597174,3.472563709558119,2.833609477145527,2.9002929363228507,2.9652052585688753,2.8832513500221886,3.0950908028365696,3.315011215810029,2.413202073747964,2.449891959469267,2.478330310397464
2023-05-10,1.784696734808697,3.3855756406814126,2.8258319579950824,2.892332388464691,2.9570665433120533,2.8615836294558896,3.0563246354663725,3.2568822616249835,2.3950667876226035,2.4192069399368368,2.434872614573861
2023-05-11,1.7824591511391776,3.4099322999668904,2.841386996295973,2.9082534841810106,2.9733439738256977,2.8677597092316938,3.067318608975244,3.273283826971296,2.400235996516753,2.4279091231740195,2.447134562992578
2023-05-12,1.7596357977100794,3.35078041313073,2.8465415124244644,2.913529301769215,2.978737871062722,2.8528356536020185,3.040714314917806,3.233536809072359,2.3877449724532473,2.4068507277179183,2.417419357584811
2023-05-15,1.7878293519460249,3.336862322110457,2.841142282428277,2.908003011450868,2.9730878951905897,2.8484220812436694,3.0357062802775046,3.2278881337516268,2.3847695893100034,2.4018520761546416,2.4103905162543464
2023-05-16,1.7802215674696589,3.2918129410005883,2.8513530363633293,2.9184540555171785,2.9837728471948686,2.8358848361037836,3.014450796705561,3.196894988585343,2.3758173781301117,2.386824847315301,2.3892776066229215
2023-05-17,1.7681386156542536,3.330124103250371,2.8845379866522487,2.952419948732687,3.0184989412087746,2.8670249842302207,3.0472467799705245,3.231352479377709,2.3750647432690357,2.3855646441224208,2.3875115091312256
2023-05-18,1.7676910989203498,3.389064352865422,2.93559175632751,3.0046751690642393,3.071923701230169,2.917768789260844,3.1011803512974367,3.2885445586587303,2.3825966610595297,2.3981733367446325,2.4051780847801885
2023-05-19,1.7650059985169264,3.39790539030768,2.9432498217787995,3.0125134521139723,3.0799374152333785,2.925380360015438,3.109270386996474,3.297123370550884,2.387259402725223,2.402626119020532,2.409402727799625
2023-05-22,1.7739563331950041,3.4214814901537003,2.963671329648904,3.033415540246593,3.101307319241936,2.945677882027687,3.1308438155272387,3.320000202263292,2.403823214712909,2.419296551763085,2.4261201795102902
2023-05-23,1.7484478793624825,3.3650668302346545,2.917722936941169,2.986385841948196,3.053225035222681,2.900008457500126,3.0823036013330176,3.2685273309103726,2.3665546377406157,2.3817880780923395,2.3885059131612936
2023-05-24,1.7247294924655767,3.315646623115053,2.8719976607945528,2.939584510822978,3.0053762295304995,2.854560794917834,3.03399908908676,3.217304401924757,2.3294670298129794,2.344461738358497,2.351074294458106
2023-05-25,1.7207018418604416,3.3650668302346536,2.9148052140042275,2.9833994561062473,3.0501718101874578,2.897108449042625,3.079221297731684,3.265258803579462,2.325224806466753,2.338127799492121,2.3426526269448655
2023-05-26,1.7229394255299608,3.3785450685399994,2.9264800012432297,2.995348986638048,3.062388786730265,2.908712354713023,3.091554627362118,3.278337276758018,2.3330206736683543,2.34573217775589,2.3500365178950546
2023-05-29,1.7157791577874988,3.499849213288111,3.0315530863942497,3.1028947614242544,3.1723415756155267,3.013147505746602,3.2025545940360236,3.396043535365021,2.4167860436005957,2.4299539447763805,2.4344128290428824
2023-05-30,1.7175692247231145,3.5043419593898926,3.0354446821405836,3.106877938268188,3.1764139011297954,3.0170154743034012,3.206665703912835,3.4004030264245393,2.419888464709197,2.4330732694808432,2.437537877603913
2023-05-31,1.7014586223025747,3.490863721084547,3.0237698949015814,3.094928407736387,3.1641969245869883,3.0054115686330034,3.194332374282401,3.3873245532459832,2.4105812013833927,2.4237152953674554,2.428162731920821
2023-06-01,1.7050387561738058,3.4863709749827656,3.019878299155248,3.090945230892454,3.16012459907272,3.0015436000762046,3.19022126440559,3.3829650621864653,2.4074787802747917,2.420595970662993,2.425037683359791
2023-06-02,1.7287571430707114,3.5312984360005846,3.058794256618589,3.1307769993317898,3.2008478542154095,3.040223285644197,3.231332363173703,3.4265599727816514,2.438502991360807,2.4517892177076193,2.4562881689700977
