date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap30_nav
2019-06-05,3.279728430272005,3.277552619164429,3.2651873793155337,3.275221120864449,3.26299084568057,3.28346839727534,3.2678837390070896,3.2776361893453796,3.2652572817949563,3.277552619164429,3.2651873793155337,3.275420761086935,3.263264383624517
2019-06-06,3.2786215357629698,3.2764464589824636,3.264085392349852,3.2741157475533234,3.2618896000357234,3.2823602405432184,3.266780842031387,3.2765300009588305,3.2641552712374824,3.2764464589824636,3.264085392349852,3.2743153203980766,3.2621630456617683
2019-06-10,3.2686594851816504,3.2664910173447717,3.254167509658714,3.2641673877531945,3.2519783892321033,3.2723868299541263,3.2568547692500625,3.266574305479887,3.2542371762202174,3.2664910173447717,3.254167509658714,3.2643663541983523,3.252251003997029
2019-06-11,3.250949173037083,3.24879245443332,3.2365357182078034,3.2464814147751886,3.2343584589145573,3.254656322240186,3.239208417638819,3.248875291295099,3.236605007300636,3.24879245443332,3.2365357182078034,3.2466793031766206,3.234629596593049
2019-06-12,3.2816140250681465,3.279436963034408,3.2670646141115727,3.2771041242999503,3.264866817636566,3.285356142268508,3.269762524005199,3.279520581261866,3.2671345567796126,3.279436963034408,3.2670646141115727,3.277303879300405,3.265140512844059
2019-06-13,3.286806196545292,3.2846256899628314,3.27223376550287,3.2822891602096727,3.2700324916730974,3.2905542345255023,3.2749359440309824,3.284709440491094,3.272303818834237,3.2846256899628314,3.27223376550287,3.282489231262596,3.270306619921295
2019-06-14,3.3262199380194644,3.324013283889024,3.3114727616481696,3.321648735635798,3.30924509123994,3.3300129206027798,3.3142073433541865,3.324098038711873,3.3115436550241655,3.324013283889024,3.3114727616481696,3.3218512058410554,3.30952250669744
2019-06-17,3.291879083596497,3.289695211600031,3.2772841613293666,3.287355075625263,3.275079490033227,3.2956329063331546,3.2799905104247853,3.2897790913896325,3.2773543227816924,3.289695211600031,3.2772841613293666,3.287555455469698,3.2753540413734954
2019-06-18,3.314722053854229,3.3125230275578033,3.300025854666897,3.3101666529378386,3.2978058847405323,3.318501925075338,3.302750983629475,3.3126074894050963,3.3000965029827825,3.3125230275578033,3.300025854666897,3.310368423255833,3.2980823412443687
2019-06-19,3.3011506725344004,3.2989606496548274,3.2865146436177226,3.2966139226789126,3.2843037628571765,3.3049150679259083,3.2892286151548222,3.2990447656921496,3.2865850026800243,3.2989606496548274,3.2865146436177226,3.2968148668938797,3.284579087472254
2019-06-20,3.358581196111446,3.356353073134938,3.343690542402641,3.353965519861684,3.3414411986780443,3.3624110811517856,3.346451729235803,3.3564386525492895,3.343762125510189,3.356353073134938,3.343690542402641,3.3541699599278316,3.341721313149255
2019-06-21,3.3805758339379777,3.3783331194554025,3.3655876644877925,3.375929930600791,3.363323590286938,3.384430800085327,3.368366933749462,3.378419259311236,3.36565971637797,3.3783331194554025,3.3655876644877925,3.3761357095016873,3.363605539168569
2019-06-24,3.3998996841092377,3.397644149953102,3.3848258401600844,3.395227224130695,3.3825488241904944,3.4037766857889653,3.3876209961184105,3.397730782196549,3.3848983039090688,3.397644149953102,3.3848258401600844,3.3954341792929283,3.3828323847318584
2019-06-25,3.356731766158193,3.354504870115659,3.3418493121085255,3.3521186315679627,3.339601207003279,3.360559542241298,3.344608978471781,3.354590402405012,3.341920855798255,3.354504870115659,3.3418493121085255,3.352322959057531,3.3398811672271864
2019-06-26,3.3577601766257663,3.3555325983234154,3.342873163000716,3.353145628697733,3.340624369137778,3.3615891254343873,3.34563367484999,3.355618156817514,3.342944728609468,3.3555325983234154,3.342873163000716,3.3533500187876353,3.3409044151338128
2019-06-27,3.400953416263831,3.398697183049168,3.3858749004727002,3.396279508148056,3.383597178786717,3.4048316195441095,3.388670922734737,3.398783842142578,3.385947386680401,3.398697183049168,3.3858749004727002,3.396486527451978,3.3838808272121033
2019-06-28,3.3999250057962582,3.397669454841412,3.38485104958051,3.3952525110182865,3.3825740166522187,3.403802036351021,3.387646226356529,3.3977560877300763,3.384923513869188,3.397669454841412,3.38485104958051,3.395459467721875,3.3828575793054774
2019-07-01,3.497624000215691,3.4953036345782342,3.482116884338571,3.4928172383463982,3.479774419429581,3.5016124396944415,3.4849923822863142,3.495392756917722,3.4821914309343946,3.4953036345782342,3.482116884338571,3.493030142081699,3.4800661304349454
2019-07-02,3.5037944630211295,3.5014700038247706,3.488259989691712,3.4989792211250164,3.485913392236573,3.507789938852974,3.4911405605555643,3.501559283392732,3.4883346678016713,3.5014700038247706,3.488259989691712,3.49919250046232,3.4862056178747016
2019-07-03,3.4698569175912213,3.467554972968822,3.4544729102494385,3.46508831584262,3.452149041798121,3.4738136934810493,3.457325580074692,3.467643387780181,3.454546865031652,3.467554972968822,3.4544729102494385,3.4652995293689077,3.4524384369560446
2019-07-04,3.4431182454343237,3.4408340395671653,3.4278527870524953,3.43838639046861,3.4255468263011584,3.4470445304607447,3.4306834742412766,3.4409217730551407,3.4279261719401215,3.4408340395671653,3.4278527870524953,3.438595976386219,3.4258339913837688
2019-07-05,3.4636864547857833,3.461388603722286,3.448329804896298,3.4589263330640017,3.4460100689911295,3.4676361943225174,3.451177401805442,3.4614768613051714,3.4484036281643755,3.461388603722286,3.448329804896298,3.459137170988287,3.4462989495162883
2019-07-08,3.371129512704216,3.368893065024244,3.356183224599188,3.3664965913847382,3.35392547688626,3.3749737069445405,3.3589547277666987,3.3689789641800334,3.3562550751552327,3.368893065024244,3.356183224599188,3.3667017952789804,3.3542066379199507
2019-07-09,3.3323910256084033,3.330180277504572,3.317616489014762,3.327811342339281,3.3153846856419475,3.336191045257271,3.3203561441505416,3.3302651895718127,3.3176875139182096,3.330180277504572,3.317616489014762,3.328014188184573,3.3156626157843196
2019-07-10,3.3716880895896346,3.3694512713430695,3.356739324970125,3.367054400621584,3.3544812031613103,3.3755329207909655,3.3595112873598643,3.3695371847318576,3.356811187431396,3.3694512713430695,3.356739324970125,3.367259638516938,3.354762410781776
2019-07-11,3.3774063897335904,3.3750006162113944,3.366123934806336,3.3726098942591873,3.363859499849526,3.381107512455223,3.368903646914772,3.375086671095929,3.3661959981772087,3.3750006162113944,3.366123934806336,3.3728222025798122,3.3641414936566885
2019-07-12,3.368099044616323,3.3656999008454394,3.357183517400482,3.3633157671659246,3.354925096777694,3.3717899679060492,3.3599558465999704,3.365785718582762,3.357255389371208,3.3656999008454394,3.357183517400482,3.363527490414283,3.355206341609955
2019-07-15,3.378996915661957,3.3765900091860317,3.3680460700049366,3.3741981613683483,3.3657803420030046,3.382699781357627,3.370827369393755,3.3766761045964935,3.3681181745256734,3.3765900091860317,3.3680460700049366,3.374410569671578,3.3660624968352013
2019-07-16,3.3756179187462947,3.3732134191768455,3.364678023934932,3.37082396320698,3.3624145616610015,3.3793170815762696,3.367456542024361,3.373299428491897,3.3647500563511477,3.3732134191768455,3.364678023934932,3.3710361591019065,3.3626964343383663
2019-07-17,3.3549487505668942,3.3525589739332706,3.344075841572992,3.350184148786113,3.3418262386526774,3.3586252631383102,3.3468373465824275,3.3526444566066695,3.3441474329291823,3.3525589739332706,3.344075841572992,3.3503950453892517,3.342106385401956
2019-07-18,3.2954218386573944,3.2930744638706333,3.2847418478699986,3.290741775285863,3.282532159692002,3.2990331188046382,3.2874543554497695,3.2931584298235257,3.284812168979556,3.2930744638706333,3.2847418478699986,3.290948929947038,3.2828073357928127
2019-07-19,3.29867635540292,3.2962603325808595,3.290576100013282,3.2939516960703235,3.288362487058671,3.3022693742830924,3.293293425461212,3.2963443797662,3.290646546024918,3.2962603325808595,3.290576100013282,3.2941623427922497,3.2886381519183643
2019-07-22,3.2349147911780403,3.232545468722351,3.2269711091828848,3.230281456861001,3.224800284125408,3.238438359018036,3.22963591025364,3.2326278913227284,3.227040193512618,3.232545468722351,3.2269711091828848,3.2304880318999123,3.225070620537942
2019-07-23,3.2420376155155024,3.238572657500299,3.2376110783240826,3.2363302456330074,3.235455653197118,3.244914430369066,3.2406668207484053,3.2386552337803622,3.2376803904386677,3.238572657500299,3.2376110783240826,3.2365630340755605,3.2357494454783002
2019-07-24,3.249624445467669,3.2470952171252994,3.2503911220543094,3.244795123925822,3.2481818931970294,3.2535707582815716,3.2535612370045173,3.247203919953234,3.2504833715320793,3.2470952171252994,3.2503911220543094,3.2450544116778506,3.2484994895056554
2019-07-25,3.2711214045080386,3.268575444780553,3.27222060410018,3.2662601359738175,3.2699965381602647,3.275093823023183,3.275412009401238,3.268684866700887,3.272313473121335,3.268575444780553,3.27222060410018,3.266521138969647,3.2703162674315576
2019-07-26,3.257376936104948,3.2548416738902426,3.2584715171237644,3.2525360934563805,3.256256796176057,3.2613326634692568,3.2616495129043863,3.254950636045884,3.258563995931543,3.2548416738902426,3.2584715171237644,3.2527959997801563,3.256575182021557
2019-07-29,3.261534405072536,3.258995907041347,3.2626303831315804,3.2566873839394135,3.2604128354819615,3.265495181227354,3.2658124350650812,3.259105008268023,3.262722979972298,3.258995907041347,3.2626303831315804,3.2569476219879165,3.2607316276910168
2019-07-30,3.272515829896204,3.2699687848678556,3.273615498059098,3.2676524890829612,3.2713904840363606,3.276489941788189,3.276808263803877,3.270078253432959,3.2737084066687925,3.2699687848678556,3.273615498059098,3.267913603340086,3.2717103496029964
2019-07-31,3.244845801633076,3.242320292576312,3.2459361717968984,3.2400235817142002,3.2437299708843477,3.248786311307658,3.2491019418224854,3.24242883555436,3.2460282948385504,3.242320292576312,3.2459361717968984,3.2402824881779178,3.2440471318989728
2019-08-01,3.2087861588871314,3.206288715556724,3.209864411877759,3.204017527809805,3.207682728252499,3.212682878076806,3.21299500102169,3.2063960523076505,3.2099555111653797,3.206288715556724,3.209864411877759,3.2042735570722143,3.2079963646888916
2019-08-02,3.1725584207283255,3.1695064736632004,3.1692573674543683,3.167274788261908,3.1671032836627835,3.1758627333805878,3.172348352441822,3.1696103362339656,3.16934731427187,3.1695064736632004,3.1692573674543683,3.16753236467013,3.1674129523774686
2019-08-05,3.219726315967577,3.215787229463537,3.2110291231114787,3.2135074471402922,3.2088466478542053,3.2222563274540863,3.2141608482013178,3.2158926086231827,3.211120255454814,3.215787229463537,3.2110291231114787,3.2137687833871804,3.2091603980947445
2019-08-06,3.225472163781269,3.221526047676152,3.2167594501194703,3.2192421969070235,3.214573080068213,3.228006690266738,3.219896764012206,3.2216316148929662,3.216850745095441,3.221526047676152,3.2167594501194703,3.219503999528428,3.2148873902200483
2019-08-07,3.291038497207648,3.2870121657569475,3.2821486743785737,3.284681889623277,3.279917860518629,3.293624544710874,3.2853497625525026,3.287119878909298,3.2822418251686796,3.2870121657569475,3.2821486743785737,3.284949014081949,3.280238559863478
2019-08-08,3.3135463430107333,3.3094924749488626,3.304595721512296,3.307146261749752,3.302349650822503,3.316150076833488,3.307818702349918,3.309600924765651,3.304689509372926,3.3094924749488626,3.304595721512296,3.3074152131077845,3.3026725434724167
2019-08-09,3.3301825768651874,3.3261083556559297,3.3211870172198297,3.3237503628867113,3.3189296697427575,3.3327993831849847,3.3244261795914856,3.3262173499638243,3.3212812759586727,3.3261083556559297,3.3211870172198297,3.3240206645616626,3.319254183531197
2019-08-12,3.31341068920268,3.3093569871027673,3.3044604341351795,3.3070108699556573,3.3022144553976367,3.316014316430756,3.307683283026669,3.3094654324797115,3.304554218156213,3.3093569871027673,3.3044604341351795,3.3072798103030467,3.302537334828596
2019-08-13,3.3784640510486463,3.374330761184265,3.369338072463558,3.3719385818909196,3.3670479976325285,3.3811187962092903,3.372624196685147,3.374441335707581,3.3694336977793866,3.374330761184265,3.369338072463558,3.372212802439097,3.3673772162693467
2019-08-14,3.3090422211973727,3.3049938635807097,3.3001037663280877,3.3026508396021366,3.2978607487345672,3.3116424157503865,3.3033223661500872,3.305102165981064,3.3001974267023613,3.3049938635807097,3.3001037663280877,3.302919425373105,3.2981832024747213
2019-08-15,3.3388392838527046,3.3347544718309625,3.3298203405272506,3.3323903495322034,3.3275571251449736,3.3414628924798926,3.3330679230016758,3.334863749466202,3.3299148442887807,3.3347544718309625,3.3298203405272506,3.3326613538480285,3.3278824824970057
2019-08-16,3.3427512220880327,3.3386616241119595,3.3337217117522386,3.3362947318983807,3.3314558446823432,3.3453779046562016,3.3369730992442084,3.338771029781921,3.3338163262387384,3.3386616241119595,3.3337217117522386,3.3365660537353725,3.3317815832380684
2019-08-19,3.329454522286805,3.3253811917961005,3.3204609292778806,3.323023714538387,3.318204075308936,3.3320707565124974,3.3236993834940707,3.3254901622753303,3.3205551674095934,3.3253811917961005,3.3204609292778806,3.323293957119169,3.31852851815119
2019-08-20,3.29727855696046,3.2932445912785413,3.2883718783499383,3.290909896763765,3.2861368346969373,3.299869507806797,3.291579036030953,3.293352508663236,3.2884652057610397,3.2932445912785413,3.2883718783499383,3.2911775277107638,3.28645814211218
2019-08-21,3.273934991955431,3.2699295853225876,3.265091369476665,3.2676114196185355,3.262872149141561,3.276507599786927,3.2682758216165753,3.2700367386903997,3.265184036162732,3.2699295853225876,3.265091369476665,3.267877155833166,3.263191181814041
2019-08-22,3.278705320885467,3.274694078123567,3.2698488126932523,3.2723725347064723,3.2676263588147236,3.2812816771681677,3.2730379047799567,3.274801387620567,3.269941614400502,3.274694078123567,3.2698488126932523,3.272638658115459,3.267945856337847
2019-08-23,3.2873912693510094,3.2833694000019347,3.278511298491,3.2810417063503703,3.276282956886077,3.2899744509186046,3.281708839122726,3.2834769937833306,3.278604346048598,3.2833694000019347,3.278511298491,3.2813085347736815,3.2766033008222655
2019-08-26,3.2466625279608206,3.2426904870815574,3.2378925744388996,3.2403916321124018,3.2356918406060733,3.249213705508994,3.241050499522976,3.242796747842653,3.237984469194899,3.2426904870815574,3.2378925744388996,3.24065515469684,3.2360082156793353
2019-08-27,3.304846444232519,3.300803219824954,3.295919323084757,3.2984631667380717,3.2936791495775077,3.3074433418084377,3.299133841808333,3.3009113849007643,3.296012864700183,3.300803219824954,3.295919323084757,3.298731411949471,3.29400119445495
2019-08-28,3.2815728777238395,3.277558126727595,3.272708623626414,3.2752345528878037,3.270484225988934,3.28415148728866,3.27590050489419,3.2776655300775195,3.272801506498069,3.277558126727595,3.272708623626414,3.2755009090484184,3.270804002944704
2019-08-29,3.309135557014135,3.3050870852083087,3.300196850024167,3.302743995141714,3.2979537691634344,3.3117358249090003,3.303415540630939,3.305195390663473,3.300290513040253,3.3050870852083087,3.300196850024167,3.3030125884884907,3.298276231998813
2019-08-30,3.2668083252049223,3.2628116374984915,3.257983953429188,3.2604985179528048,3.2557695638692263,3.2693753330111464,3.2611614736876655,3.2629185576159965,3.2580764183994018,3.2628116374984915,3.257983953429188,3.260763675715679,3.256087902074789
2019-09-02,3.2578683708372007,3.2538826204745503,3.2490681478553793,3.25157583101656,3.2468598181984327,3.2604283537645937,3.252236972505396,3.2539892479942423,3.249160359785766,3.2538826204745503,3.2490681478553793,3.2518402631481558,3.2471772852390086
2019-09-03,3.271801244170305,3.267798448013098,3.2629633854162075,3.2654817931456845,3.260745611431288,3.2743721753355644,3.266145762127707,3.267905531544991,3.263055991707876,3.267798448013098,3.2629633854162075,3.2657473561699306,3.261064436178057
2019-09-04,3.2830445474148764,3.2790279959444146,3.2741763180121395,3.276703380063711,3.2719509228107766,3.285624313395137,3.277369630726084,3.2791354474609533,3.274269242538487,3.2790279959444146,3.2741763180121395,3.2769698556756692,3.2722708431752325
2019-09-05,3.3336394120154482,3.3295609616353388,3.3246345146938334,3.32720052119483,3.322374824018477,3.3362589346632125,3.3278770394187807,3.329670069082783,3.3247288712762377,3.3295609616353388,3.3246345146938334,3.3274711034514928,3.322699674662522
2019-09-06,3.3561260185045914,3.352020057497972,3.347060379885698,3.349643695030883,3.3447854467774554,3.3587632107823575,3.350324776615535,3.352129900914708,3.347155372937461,3.352020057497972,3.347060379885698,3.3499161024629704,3.345112488656873
2019-09-09,3.474180702572592,3.4699303107767956,3.464796172142984,3.46747035767016,3.4624412162620897,3.4769106604078677,3.4681753968984936,3.470044018032311,3.464894506658879,3.4699303107767956,3.464796172142984,3.4677523472732257,3.4627797621272154
2019-09-10,3.4460724444611635,3.4418564409485044,3.436763840653154,3.4394163903750945,3.4344279378133673,3.448780315258937,3.4401157254025514,3.4419692282424057,3.436861379582351,3.4418564409485044,3.436763840653154,3.4396960985088794,3.4347637446342767
2019-09-11,3.406720883105163,3.4025530231888967,3.3975185765673923,3.4001408361620022,3.3952093479851557,3.4093978320504337,3.4008321853082317,3.402664522536538,3.3976150016752116,3.4025530231888967,3.3975185765673923,3.4004173502387944,3.3955413201441624
2019-09-12,3.4179641863497343,3.4137825711202128,3.408731509163324,3.4113624230800283,3.4064146593646445,3.4206499701100057,3.4120560539066083,3.4138944384525,3.4088282525058227,3.4137825711202128,3.408731509163324,3.4116398497445326,3.4067477271413376
2019-09-16,3.4179641863497343,3.4137825711202128,3.408731509163324,3.4113624230800283,3.4064146593646445,3.4206499701100057,3.4120560539066083,3.4138944384525,3.4088282525058227,3.4137825711202128,3.408731509163324,3.4116398497445326,3.4067477271413376
2019-09-17,3.3448827152600193,3.3407905095666552,3.335847447289766,3.3384221081128564,3.333580135397966,3.347511072722785,3.3391009080171576,3.340899984998746,3.3359421221068493,3.3407905095666552,3.335847447289766,3.3386936029572314,3.333906081659697
2019-09-18,3.333639412015448,3.3295609616353388,3.324634514693834,3.32720052119483,3.3223748240184774,3.3362589346632125,3.3278770394187807,3.3296700690827836,3.324728871276238,3.3295609616353388,3.324634514693834,3.3274711034514928,3.3226996746625215
2019-09-19,3.384234276616019,3.380093927326263,3.375092711375528,3.3776976623259487,3.3727987252261777,3.3868935559312883,3.378384448111477,3.380204690704613,3.3751885000139885,3.380093927326263,3.375092711375528,3.3779723512273163,3.373128506149811
2019-09-20,3.3729909733714476,3.3688643793949464,3.3638797787795958,3.366476075407922,3.3615934138466885,3.375641417871716,3.3671605795131,3.3689747747886507,3.363975249183377,3.3688643793949464,3.3638797787795958,3.3667498517215777,3.3619220991526353
2019-09-23,3.3336394120154473,3.3295609616353388,3.324634514693834,3.3272005211948295,3.322374824018477,3.336258934663212,3.32787703941878,3.3296700690827827,3.3247288712762373,3.3295609616353388,3.324634514693834,3.3274711034514923,3.322699674662521
2019-09-24,3.3729909733714476,3.3688643793949464,3.3638797787795958,3.3664760754079217,3.3615934138466885,3.3756414178717153,3.3671605795131,3.3689747747886503,3.3639752491833765,3.3688643793949464,3.3638797787795958,3.3667498517215773,3.3619220991526353
2019-09-25,3.34396913001065,3.3398780420182876,3.334936329836205,3.3375102874441596,3.3326696372135625,3.346596769592159,3.3381889019483646,3.3399874875494366,3.335030978794827,3.3398780420182876,3.334936329836205,3.3377817081353562,3.3329954944498406
2019-09-26,3.3471752365590786,3.3430802261429458,3.3381337759817815,3.3407102014302037,3.3358649101159723,3.3498053954498697,3.3413894665715174,3.34318977660749,3.338228515687248,3.3430802261429458,3.3381337759817815,3.340981882352169,3.336191079775296
2019-09-27,3.3375569169137935,3.3334736737689714,3.3285414375450517,3.3311104594720704,3.326279091408742,3.3401795178767375,3.3317877727020586,3.3335829094333302,3.3286359050099854,3.3334736737689714,3.3285414375450517,3.331381359701731,3.32660432379893
2019-09-30,3.3183202776232243,3.3142605690210236,3.3093567606715935,3.3119109755558047,3.3071074539942824,3.320927762730474,3.312584384963142,3.3143691750850115,3.309450683655461,3.3142605690210236,3.3093567606715935,3.3121803144008566,3.3074308118461984
2019-10-08,3.310647805218772,3.306597483294051,3.3017050133119543,3.304253322454232,3.299460907381397,3.31324926141505,3.3049251748343194,3.3067058382439334,3.3017987191312805,3.306597483294051,3.3017050133119543,3.304522038545998,3.2997835175796846
2019-10-09,3.3291329115231476,3.3250599744983766,3.3201401872560243,3.3227027249626686,3.3178835512893157,3.3317488930320422,3.323378328651683,3.325168934451535,3.3202344162847446,3.3250599744983766,3.3201401872560243,3.3229729414391973,3.3182079627918073
2019-10-10,3.345544130101079,3.341451115217735,3.3365070755030612,3.339082245437837,3.334239315274545,3.348173007293468,3.339761179567572,3.3415606122974233,3.3366017690410783,3.341451115217735,3.3365070755030612,3.339353793967419,3.3345653259886685
2019-10-11,3.3619352474489057,3.3578221792992915,3.3528539168178617,3.355441703508223,3.350575045953055,3.364577004529551,3.356123963999399,3.3579322128476115,3.3529490742962222,3.3578221792992915,3.3528539168178617,3.3557145824592975,3.3509026539200213
2019-10-14,3.3970163109005465,3.3928603237789363,3.38784021855857,3.3904550082404827,3.3855375681716957,3.3996856341420334,3.391144387971567,3.3929715055034126,3.3879363689845308,3.3928603237789363,3.38784021855857,3.3907307346240905,3.385868594656578
2019-10-15,3.353895399300761,3.349792167284478,3.344835786077663,3.347417384245492,3.342562364983406,3.3565308387922177,3.348098013155349,3.3499019376947676,3.344930715993141,3.349792167284478,3.344835786077663,3.347689610624412,3.3428891894973574
2019-10-16,3.3485619525823638,3.344465245626265,3.3395167461784006,3.342094239025509,3.3372469403341234,3.3511932011333068,3.3427737855825814,3.344574841476956,3.3396115251339986,3.344465245626265,3.3395167461784006,3.342366032503365,3.3375732451237172
2019-10-17,3.342389088896027,3.3382999339619484,3.3333605567620745,3.3359332981629732,3.331094935162339,3.3450154869054955,3.33661159201864,3.3384093277795706,3.3334551609986196,3.3382999339619484,3.3333605567620745,3.3362045906066204,3.3314206384295435
2019-10-18,3.34554824682504,3.341455226905201,3.33651118110684,3.339086354210386,3.334243418087823,3.3481771272522867,3.339765289175557,3.3415647241196265,3.336605874761378,3.341455226905201,3.33651118110684,3.339357903074112,3.334569429203106
2019-10-21,3.3519198141142037,3.347818999073831,3.342865537383616,3.3454456148817484,3.3405934554298216,3.3545537012211635,3.3461258428726053,3.347928704824741,3.342960411381388,3.347818999073831,3.342865537383616,3.3457176809079034,3.340920087430414
2019-10-22,3.3589518137242336,3.3548423955753846,3.349878542007498,3.3524640322556265,3.347601693448206,3.3615912264684806,3.3531456872982126,3.3549523314782195,3.349973615041629,3.3548423955753846,3.349878542007498,3.3527366690496687,3.3479290106907578
2019-10-23,3.3448951714348905,3.3408029505023573,3.335859869817754,3.33843454022875,3.333592549482599,3.347523538685526,3.33911334266087,3.340912426342129,3.3359545449874006,3.3408029505023573,3.335859869817754,3.33870603608416,3.333918496958137
2019-10-24,3.3544011881243465,3.350297337314496,3.3453402086537753,3.347922196143078,3.3430664447131133,3.3570370250568913,3.3486029276961173,3.3504071242788647,3.34543515288529,3.350297337314496,3.3453402086537753,3.348194463575473,3.343393318514286
2019-10-25,3.3631105988032584,3.358996092702027,3.354026093288265,3.356614784683317,3.3517464257174656,3.3657532794569445,3.357297283696575,3.3591061647186913,3.3541212840342114,3.358996092702027,3.354026093288265,3.356887759034399,3.352074148218008
2019-10-28,3.3580466529184543,3.353938342163949,3.348975826241241,3.351560619758792,3.3466995912406396,3.3606853544012423,3.3522420911109108,3.3540482484415697,3.3490708736553607,3.353938342163949,3.348975826241241,3.351833183083444,3.347026820278669
2019-10-29,3.339049436770305,3.334964367642696,3.330029925775344,3.332600096541568,3.3277665679419712,3.3416732105324267,3.3332777126588096,3.3350736521560806,3.3301244354851205,3.334964367642696,3.330029925775344,3.3328711179149226,3.328091945772615
2019-10-30,3.3297175955496368,3.3256439432091094,3.3207232919216487,3.323286279677871,3.318466259629819,3.3323340364942573,3.323962002020811,3.3257529222985265,3.3208175374994853,3.3256439432091094,3.3207232919216487,3.3235565436115797,3.3187907281075737
2019-10-31,3.308706231230656,3.3046582846717687,3.2997686839445795,3.3023154985966436,3.2975258941001653,3.3113061617679134,3.302986956959856,3.3047665760754334,3.2998623348088665,3.3046582846717687,3.2997686839445795,3.3025840570962393,3.297848315099358
2019-11-01,3.334427622427502,3.3303482077328215,3.325420595975244,3.327987209186441,3.323160371015432,3.3370477644389007,3.328663887367318,3.330457340977787,3.3255149748674513,3.3303482077328215,3.325420595975244,3.3282578554199556,3.3234852984676215
2019-11-04,3.347206082308847,3.3431110341553194,3.338164538410358,3.340740987601718,3.3358956516359126,3.3498362654377534,3.3414202590027715,3.3432205856294233,3.3382592789888945,3.3431110341553194,3.338164538410358,3.341012671027347,3.336221824301039
2019-11-05,3.3701816126385813,3.366058455697982,3.3610780067513892,3.3636721409269073,3.358793546129496,3.372829849586334,3.3643560749093173,3.3661687591434775,3.3611733976379683,3.366058455697982,3.3610780067513892,3.363945689212551,3.3591219576737883
2019-11-06,3.3521877875721993,3.3480866446869944,3.343132786986037,3.3457130707517204,3.3408605233877844,3.3548218852485867,3.3463933531242613,3.3481963592084703,3.343227668568631,3.3480866446869944,3.343132786986037,3.345985158528536,3.3411871815013843
