date,hs300_benchmark_nav,baseline_nav,slope_vol_015_nav,slope_vol_025_nav,slope_downvol_025_nav,slope_downvol_040_nav,slope_r2_020_nav,slope_r2_035_nav,slope_downvol025_r2_020_nav
2018-01-03,1.7027385928034444,1.966590124974266,1.846355135689258,1.887255214337862,1.774439859737916,1.7469483727806723,1.8211053958833985,1.8364001752781152,1.7224244648284488
2018-01-04,1.7080622103374619,1.9623670133011284,1.8423902200582547,1.8832024687125049,1.7706293770197452,1.7431969260649742,1.8171947022631556,1.8324566372127693,1.7187256814515057
2018-01-05,1.7146143549947142,1.9681928619483613,1.8478598832244457,1.8887932947304975,1.7758859975657197,1.74837210552159,1.8225895653168966,1.8378968096925645,1.723828211008097
2018-01-08,1.7215760086930447,1.9711931806407585,1.8506767659882013,1.8916725765010067,1.7785931631372829,1.751037328839324,1.8253679259374993,1.840698504719219,1.7264560195445273
2018-01-09,1.7354993160897063,1.9780276052792318,1.8570933420049713,1.8982312911879966,1.7847598144098966,1.757108439870266,1.8316967523812124,1.8470804845962825,1.7324419034614857
2018-01-10,1.7428704788291152,1.9760413560577008,1.8552285297065871,1.8963251699516976,1.7829676362913858,1.7553440280584576,1.8298574422326643,1.845225726773468,1.7307022607118525
2018-01-11,1.7404134245826455,1.9752891974588256,1.8545223571929301,1.8956033544499773,1.7822889690990005,1.7546758754913865,1.829160926946852,1.8445233617176944,1.7300434877648712
2018-01-12,1.7498321325274455,1.9807534508005673,1.8596525325620168,1.9008471724071125,1.7872193248503898,1.7595298449904664,1.834220944852337,1.8496258768107516,1.7348293165546702
2018-01-15,1.7465560601988195,1.9770450427485187,1.8558924265549486,1.8970037733062926,1.7838732554380794,1.7559721810592106,1.8307868780236878,1.8461629685461869,1.7315813328119984
2018-01-16,1.764164948965185,1.9956657216557105,1.8680427059344855,1.9094232031718978,1.800674557574555,1.7674682959618233,1.8480300332710695,1.863550942570216,1.7478901266446136
2018-01-17,1.7588413314311673,1.9897979914862318,1.8625502176762854,1.9038090464451596,1.7953801476379416,1.7622715203038197,1.842596387013253,1.8580716611607984,1.742750915444184
2018-01-18,1.7703075845813594,2.0027698992304965,1.874692570666958,1.9162203743381672,1.8070846049450116,1.7737601355700618,1.8546086568238174,1.8701848175082967,1.7541122718196067
2018-01-19,1.7752216930742988,2.0083292882637527,1.8798964362343888,1.9215395148637415,1.8121008009337556,1.7786838278270225,1.8597567724569162,1.8753761702286529,1.7589814245519304
2018-01-22,1.7977446903336034,2.033809821332843,1.9037474867517798,1.9459189089392903,1.8350916992154984,1.801250750671425,1.8833523024419516,1.8991698701969515,1.7812983745750803
2018-01-23,1.8157630881410476,2.054194247788115,1.9228283271656932,1.96542242419973,1.8534844178408931,1.8193042889469475,1.9022287264299804,1.9182048301715908,1.7991519345936007
2018-01-24,1.81700449408098,2.0555986650040143,1.9241429317649406,1.966766149649274,1.854751613204048,1.8205481159448604,1.9035292474371113,1.9195162737656006,1.8003819837740431
2018-01-25,1.8054180386416117,2.0424907709889584,1.9118732888386327,1.9542247121201968,1.8429244564812715,1.8089390639643423,1.8913910513705574,1.9072761335548432,1.7889015247565818
2018-01-26,1.8145216822011152,2.0527898305722165,1.9215137225664458,1.964078698750186,1.8522172224777387,1.818060461949035,1.9009282054228496,1.916893386577581,1.7979218854131582
2018-01-29,1.780176117862987,2.013934287599014,1.8851429953206043,1.9266132593019374,1.8168855770411783,1.7824814092703696,1.864947124225564,1.880610113809978,1.7636259411755415
2018-01-30,1.7619688307439794,1.993336168432497,1.8658621278649776,1.912532824395041,1.8029630901553266,1.7705849089640016,1.8458728161209792,1.8613756077645018,1.750111573871492
2018-01-31,1.767348256483686,1.9994219763680587,1.871558747795049,1.9183719335348097,1.8048049818283254,1.7723937233640108,1.8515084071518793,1.8670585300052105,1.7518994728874697
2018-02-01,1.7549341970843624,1.9853778042090697,1.858412701802576,1.9048970662891893,1.7921278220402546,1.7599442240193794,1.8385031970805712,1.8539440940651128,1.7395939275382248
2018-02-02,1.765693048563776,1.9975494200801933,1.869805941662719,1.916575284568727,1.8031146938565825,1.7707337901180598,1.8497743791423713,1.8653099385465306,1.75025873350757
2018-02-05,1.7640378406438662,1.9956768637923281,1.8680531355303893,1.9147786356026442,1.8014244058848397,1.769073856872109,1.8480403511328636,1.863561347087851,1.7486179941276707
2018-02-06,1.7143816030465724,1.9377546249987319,1.8138350295040937,1.859204375370205,1.7491401225424978,1.7177285112200396,1.794403093287869,1.8094736100844664,1.6978663564992345
2018-02-07,1.6738290090087822,1.9159470235576825,1.7934220262822511,1.8382807829336472,1.7294551995058776,1.6983970962548252,1.7742087781882296,1.7891096905263622,1.6787584713598938
2018-02-08,1.6601735436695262,1.9159470235576825,1.7934220262822511,1.8382807829336472,1.7294551995058776,1.6983970962548252,1.7742087781882296,1.7891096905263622,1.6787584713598938
2018-02-09,1.5836201773736982,1.9159470235576825,1.7934220262822511,1.8382807829336472,1.7294551995058776,1.6983970962548252,1.7742087781882296,1.7891096905263622,1.6787584713598938
2018-02-12,1.606379286272458,1.9159470235576825,1.7934220262822511,1.8382807829336472,1.7294551995058776,1.6983970962548252,1.7742087781882296,1.7891096905263622,1.6787584713598938
2018-02-13,1.625827979331398,1.9159470235576825,1.7934220262822511,1.8382807829336472,1.7294551995058776,1.6983970962548252,1.7742087781882296,1.7891096905263622,1.6787584713598938
2018-02-14,1.640311048630609,1.9149890500459037,1.79252531526911,1.8373616425421804,1.7285904719061247,1.6975478977066978,1.7733216737991355,1.7882151356810991,1.677919092124214
2018-02-22,1.67424281098876,1.8958026835635393,1.7745659187770808,1.818953028752139,1.7112716416542655,1.6805400844839604,1.755554679505453,1.7702989230836088,1.6611079408393126
2018-02-23,1.6833464545482635,1.8958026835635393,1.7745659187770808,1.818953028752139,1.7112716416542655,1.6805400844839604,1.755554679505453,1.7702989230836088,1.6611079408393126
2018-02-26,1.704864157507091,1.8950443624901139,1.77385609240957,1.818225447540638,1.710587132997604,1.679867868450167,1.754852457633651,1.7695908035143755,1.660443497662977
2018-02-27,1.6804498406884214,1.8867053333922477,1.76605034502823,1.8102244554722526,1.7030597968788028,1.6724757106132027,1.7471303346077605,1.761803825281089,1.653136815605054
2018-02-28,1.663483959509346,1.8755743284754791,1.7556311689513673,1.799544665174481,1.693012246454739,1.6626085972762514,1.7368227810112544,1.7514097024180737,1.6433837960439621
2018-03-01,1.6754842169286925,1.8722156848533311,1.752487310913368,1.7963221700055632,1.6899805218797948,1.6596313173697232,1.7337126036817394,1.748273403878748,1.6404409425288946
2018-03-02,1.664311563469301,1.8433031697655373,1.7254237539589676,1.768581673938256,1.663882253538049,1.6340017299819931,1.7069389834106468,1.721274922039198,1.6151077109545544
2018-03-05,1.6605873456495037,1.8487648087870645,1.7305361206373644,1.7738219159351098,1.6688122750300134,1.638843216589347,1.71199658039853,1.726374995882277,1.6198932152833085
2018-03-06,1.685415464448151,1.8482190479579022,1.7300252612659586,1.7732982784691511,1.6683196367200415,1.6383594252338962,1.7114911939541317,1.7258653648871825,1.6194150180241842
2018-03-07,1.671759999108895,1.8529355883500551,1.7344401784443209,1.777823625703818,1.672577084971268,1.6425404168834077,1.7158588133421138,1.7302696662679642,1.6235476647213434
2018-03-08,1.6887258802879705,1.8529355883500551,1.7344401784443209,1.777823625703818,1.672577084971268,1.6425404168834077,1.7158588133421138,1.7302696662679642,1.6235476647213434
2018-03-09,1.7011399396872942,1.852194414114715,1.7337464023729432,1.7771124962535365,1.6719080541372795,1.6418834007166543,1.715172469816777,1.729577558401457,1.6228982456554548
2018-03-12,1.7061055634470237,1.851645615769792,1.733232699735203,1.7765859444027947,1.6714126739730906,1.6413969167460716,1.7146642705664608,1.7290650909767453,1.6224173869160012
2018-03-13,1.6878982763280155,1.8494307896589959,1.7311595119681888,1.7744609001155807,1.6694134315690887,1.6394335773692341,1.7126132932275162,1.7269968882503994,1.620476749700895
2018-03-14,1.6821050486083313,1.8237442509137318,1.7071156298575194,1.7498156098361974,1.646227133908407,1.6166636665724392,1.688826997488245,1.7030108203580328,1.5979701281772714
2018-03-15,1.6945191080076547,1.8391561741608902,1.721541959123921,1.7646027840038272,1.660138912504816,1.6303256130505162,1.7030987749318076,1.7174024610934526,1.6114741010914455
2018-03-16,1.6758980189086699,1.8083323276665735,1.6926893005911177,1.7350284356685675,1.6323153553119978,1.6030017200943623,1.6745552200446823,1.6886191796226127,1.5844661552630972
2018-03-19,1.6850016624681734,1.8288815586627847,1.7119244062796533,1.7547446678920742,1.6508643934405434,1.6212176487317984,1.6935842566360992,1.707808033936506,1.6024714524819963
2018-03-20,1.6841740585082188,1.83915617416089,1.7215419591239207,1.7646027840038272,1.6601389125048158,1.6303256130505162,1.7030987749318074,1.7174024610934526,1.6114741010914455
2018-03-21,1.6754842169286923,1.7826457889213094,1.6686454184804482,1.7103831453891845,1.6091290576513158,1.5802318092975673,1.650768924305411,1.664633111730246,1.5619595337394736
2018-03-22,1.6605873456495042,1.7852144427958356,1.671049806691515,1.7125907472659603,1.6114476874173838,1.5825088003772467,1.6531475538793379,1.6670317185194825,1.5642101958918357
2018-03-23,1.6113449100321877,1.6653893082030546,1.558887501033454,1.6318565581477464,1.5032859274600694,1.4762894435012783,1.5421868628852125,1.5551391104083814,1.4592190571462844
2018-03-26,1.6038964743925932,1.673306202085031,1.5678659747615085,1.6412553000233274,1.5119441617434966,1.4847921904760877,1.549518079483939,1.5625318991384223,1.4674033430381095
2018-03-27,1.6183795436918038,1.7455173328297717,1.5763887909478638,1.6501770557487223,1.5201629906370395,1.492863423041925,1.6163871632711921,1.6299625912143363,1.4727679207163824
2018-03-28,1.5856891872735854,1.7330671378737819,1.565144933665782,1.63840689129973,1.5093201733001134,1.4822153244467615,1.6048580108940795,1.6183366098219372,1.4622631566599174
2018-03-29,1.614655325872007,1.7554774887945637,1.585383876773529,1.6595931873079164,1.5288372445065805,1.5013819019180559,1.6256104851728823,1.6392633763282554,1.4811717319615543
2018-03-30,1.6121725139921423,1.810258346600919,1.6348568488146888,1.7113819108834827,1.5765456407890555,1.5482335357367754,1.676338755632178,1.6904176944548108,1.52739269381
2018-04-02,1.6067930882524355,1.7978081516449291,1.623612991532607,1.6996117464344904,1.5657028234521293,1.5375854371416118,1.6648096032550654,1.678791713062412,1.516887929753535
2018-04-03,1.5964480387529993,1.7679276837505535,1.5966277340556105,1.6713633517569089,1.5396800618435065,1.5120300005132192,1.637139637549995,1.6508893577206543,1.491676496018019
2018-04-04,1.5923100189532249,1.726531781537484,1.5592428081012712,1.6322284965771654,1.5036285616236142,1.4766259245321882,1.5988061282282857,1.6122338996694392,1.456748995911398
2018-04-09,1.5943790288531123,1.7239852744850688,1.5569430399477295,1.629821079915547,1.5014108203822814,1.4744480101892203,1.5964480070952056,1.609855973563732,1.4546003985722955
2018-04-10,1.625414177351421,1.7255137431436445,1.5583234105779011,1.631266063510596,1.502741956684061,1.4757552415244455,1.5978634024468972,1.6112832562887238,1.4558900332071583
2018-04-11,1.6274831872513082,1.7336637711555407,1.56568375731421,1.6388070393368552,1.509839778472089,1.4825773258249437,1.6054105063403732,1.6188937454697185,1.46262028512111
2018-04-12,1.6105173060722329,1.7380689561043259,1.5696621103472672,1.6442176275078133,1.5136762337166771,1.4874721152352242,1.609489803789404,1.6230073034040071,1.467449185548876
2018-04-13,1.599344652612842,1.7245511645164364,1.5574540991538337,1.6314297624834002,1.5019036513993533,1.4759033348505755,1.5969720336203637,1.6103844011906148,1.4560361330423004
2018-04-16,1.5741027318342176,1.730142929530344,1.562504060860744,1.6367195863263826,1.5067734937472954,1.4806888725612186,1.6021501301184697,1.6156059865739891,1.4607572524125187
2018-04-17,1.5509298209554805,1.732001439541523,1.5641824941219808,1.6384777414965488,1.5083920615401127,1.4822794203975431,1.603871150969068,1.6173414616315231,1.4623263898121948
2018-04-18,1.5542402367952997,1.7307321090618295,1.5630361529756838,1.6372769516530188,1.5072866074825528,1.4811931034899595,1.602695723229259,1.6161561619161462,1.4612546958658317
2018-04-19,1.5761717417341048,1.7351747657407564,1.5670483469877228,1.6414797161053736,1.5111556966840116,1.4849952126665016,1.6068097203185898,1.6203047109199649,1.465005624678102
2018-04-20,1.5517574249154353,1.7275587828625965,1.5601703001099418,1.6342749770441942,1.5045229723386537,1.4784773112210012,1.599757153879737,1.6131929126277045,1.4585754609999244
2018-04-23,1.5583782565950746,1.7186734695047434,1.5521459120858643,1.625869448139485,1.4967847939357364,1.4708730928679177,1.5915291597010757,1.6048958146200676,1.4510736033753842
2018-04-24,1.591068613013293,1.7135961475859702,1.547560547500677,1.6210662887653655,1.4923629777054979,1.4665278252375842,1.5868274487418406,1.6001546157585607,1.4467868275899325
2018-04-25,1.5815511674738114,1.7129614823461234,1.5469873769275284,1.6204658938436005,1.491810250676718,1.4659846667837924,1.586239734871936,1.5995619659008722,1.446250980616751
2018-04-26,1.5501022169955252,1.7148654780656634,1.5487068886469735,1.6222670786088953,1.4934684317630573,1.4676141421451674,1.588002876481649,1.6013399154739372,1.4478585215362954
2018-04-27,1.5534126328353448,1.7085188256671968,1.5429751829154896,1.616263129391246,1.4879411614752593,1.4621825576072505,1.5821257377826052,1.5954134168970537,1.4425000518044808
2018-05-02,1.5583782565950743,1.7025897829965495,1.5376206234211374,1.610654240032118,1.4827775855723986,1.4571083713319286,1.5766353148099586,1.5898768819265292,1.43749416938102
2018-05-03,1.5674819001545781,1.7017384881050512,1.5368518131094269,1.609848912912102,1.4820361967796125,1.4563798171462627,1.5758469971525537,1.589081943485566,1.4367754222963296
2018-05-04,1.5600334645149843,1.6753500970992983,1.513626027740842,1.585519953536704,1.4596388164198013,1.434370170699127,1.5514107708952465,1.564440486553148,1.4150620486994332
2018-05-07,1.5852753852936086,1.678170172080756,1.5130205773297458,1.5848857455552894,1.4590549608932335,1.4337964226308475,1.5546440795357428,1.5677009505370325,1.4144960238799535
2018-05-08,1.605965484292481,1.6774989040119237,1.5121219756505597,1.5839444622617154,1.4581884100627105,1.432944873159352,1.5537207571425515,1.5667698735062756,1.413655937154561
2018-05-09,1.601413662512729,1.6744949596149563,1.509414176363524,1.581108048430899,1.4555771911262005,1.4303788585332944,1.5509384657492706,1.5639642146938613,1.4111244637679023
2018-05-10,1.6121725139921426,1.6921212223477453,1.525302746641035,1.5977512910459613,1.47089905629595,1.4454354780968028,1.5672641338097892,1.5804269959011652,1.425978405491775
2018-05-11,1.6026550684526615,1.7214983269023938,1.551783697103553,1.6254900287377314,1.4964354982455326,1.4705298440359835,1.5944735805773205,1.607864964580005,1.4507349750315628
2018-05-14,1.6167243357718948,1.7226734110845796,1.5528429351220536,1.6265995782454021,1.4974569559235158,1.4715336186735506,1.5955619584480216,1.6089624833271585,1.4517252378131542
2018-05-15,1.6229313654715567,1.7297239161776954,1.5591983632330582,1.6332568752914272,1.5035857019914158,1.477556266498954,1.6020922256722292,1.6155475958100802,1.4576668145027034
2018-05-16,1.609689702112278,1.7156229059914643,1.5464875070110495,1.6199422811993776,1.4913282098556162,1.4655109708481475,1.5890316912238143,1.6023773708442373,1.4457836611236052
2018-05-17,1.5960342367730223,1.7261986636311377,1.5560206491775561,1.6299282267684148,1.500521328957466,1.4745449425862525,1.5988270920601255,1.6122550395686195,1.454696026157929
2018-05-18,1.6134139199320752,1.7226734110845796,1.5528429351220536,1.626599578245402,1.4974569559235156,1.4715336186735504,1.5955619584480214,1.6089624833271583,1.451725237813154
2018-05-21,1.6212761575516466,1.737949505452997,1.566613029362563,1.6410237218451227,1.5107359057372987,1.4845826889619245,1.6097108707671377,1.623230227040155,1.4645986539738438
2018-05-22,1.6146553258720076,1.7238484952667659,1.5539021731405545,1.627709127753073,1.4984784136014992,1.4725373933111179,1.5966503363187228,1.610060002074312,1.4527155005947459
2018-05-23,1.5935514248931577,1.701521895805233,1.5337766507890407,1.6066276871073277,1.4790707177198166,1.4534656751973405,1.5759711567753991,1.5892071458783938,1.433900507744507
2018-05-24,1.5807235635138563,1.711559464889465,1.5428246619430737,1.6161054590018515,1.4877960092051499,1.4620399181514396,1.585268080546929,1.5985821510165796,1.4423593324248616
2018-05-25,1.5769993456940592,1.70897083082812,1.540491229449189,1.613661193568066,1.485545804345332,1.4598286678800871,1.5828704548530232,1.5961643885660959,1.4401778478938203
2018-05-28,1.5869305932135178,1.701822074383471,1.5340472361370776,1.6069111246675867,1.4793316519730013,1.4537220922678318,1.5762491859811072,1.5894875101468477,1.434153473173169
2018-05-29,1.5720337219343294,1.6909304131074165,1.5242293338258,1.5966268934697139,1.469863929400374,1.4444182708773174,1.5661611911908278,1.5793147900819076,1.4249748909448605
2018-05-30,1.5422399793759531,1.6920318338543048,1.5252221705494626,1.5976668877662712,1.4708213541497277,1.4453591210970524,1.5671813410536353,1.5803435077997863,1.4259030763370655
2018-05-31,1.5736889298542394,1.709391941588788,1.5408708248300658,1.6140588188993041,1.485911860519253,1.4601883870453807,1.5832604929796301,1.5965577024762547,1.4405327248630955
2018-06-01,1.5629300783748257,1.708234601073156,1.539827581211359,1.6129660234904355,1.4849058267612847,1.4591997693154923,1.5821885495178973,1.5954767561644903,1.4395574149613604
2018-06-04,1.5782407516339918,1.7487415191202837,1.5763411078661,1.6512138628008457,1.520117008290177,1.4938013898615914,1.619706570678552,1.63330987707625,1.4736932615220972
2018-06-05,1.5914824149932698,1.7649442863391347,1.5909465185279963,1.6665129985250096,1.5342014809017337,1.5076420380800308,1.634713779142814,1.6484431254409537,1.487347600146392
2018-06-06,1.5885858011334275,1.777675032011089,1.602422198333772,1.678533748022567,1.5452678522393855,1.5185168331088048,1.6465051572218767,1.6603335348703638,1.4980760090654806
2018-06-07,1.5881719991534502,1.782304394073618,1.6065951728085996,1.6829049296580425,1.549291987271259,1.522471304028359,1.6507929310688088,1.6646573201174222,1.501977248672422
2018-06-08,1.5670680981746,1.7591575837609736,1.585730300434462,1.6610490214806652,1.529171312111892,1.5026989494305882,1.6293540618341489,1.643038393882131,1.4824710506377152
2018-06-11,1.5712061179743744,1.7742030104641924,1.5992924674776514,1.6752553617959602,1.5422497509654802,1.5155509799191391,1.6432893268366775,1.65709069593507,1.4951500793602746
2018-06-12,1.5869305932135171,1.776517691495457,1.6013789547150654,1.6774409526136982,1.5442618184814172,1.5175282153789165,1.6454332137601437,1.6592525885585994,1.4971006991637454
2018-06-13,1.5707923159943966,1.7892484371674116,1.6128546345208412,1.6894617021112557,1.5553281898190692,1.5284030104076904,1.6572245918392068,1.6711429979880097,1.5078291080828343
2018-06-14,1.566654296194622,1.7864870226971132,1.6103654552466067,1.6868542922656946,1.5529277932725567,1.5260441685041763,1.654666934739512,1.6685638600881396,1.5055020186572938
2018-06-15,1.5641714843147574,1.807313943946173,1.6291391457870465,1.7065196920459942,1.5710318737640763,1.5438348388623857,1.6739570933051282,1.6880160294414988,1.5230532079939723
2018-06-19,1.5103772269176887,1.780418853317824,1.6048955188738032,1.6811245458787347,1.5476529556926246,1.5208606466665648,1.6490465193103814,1.6628962409033725,1.500388272442512
2018-06-20,1.5103772269176887,1.7745350075838964,1.599591734522987,1.675568843371408,1.542538343912378,1.5158345768678139,1.64359682677898,1.6574007784537526,1.4954298587975459
2018-06-21,1.4979631675183656,1.8087924401627355,1.6304718838381023,1.7079157322395815,1.5723170764203387,1.5450977926374625,1.6753264952496163,1.6893969324779559,1.5242991610909344
2018-06-22,1.5045839991980048,1.800799039227673,1.6232665156645754,1.7003681248370075,1.5653687055018144,1.5382697089578776,1.667922905939801,1.6819311632056417,1.5175629905558103
2018-06-25,1.4834800982191547,1.7985152103890836,1.6212078390435676,1.6982116655791293,1.5633834566679503,1.5363188279065678,1.6658075947084254,1.679798086270695,1.5156383704029177
2018-06-26,1.4689970289199437,1.7546837389359937,1.5816975114655256,1.656824683856004,1.5252823625235479,1.4988773236817226,1.6252103300247382,1.6388598604275002,1.4787008679665878
2018-06-27,1.434237662601838,1.757853660632227,1.5845549251106268,1.6598178183996652,1.5280378594524573,1.5015851186210043,1.6281463516973458,1.6418205406420472,1.4813722131552363
2018-06-28,1.4259616230022891,1.7520507368397382,1.5793240849779375,1.6543385248012867,1.5229935901546072,1.4966281735655442,1.6227716100942704,1.636400658605415,1.4764819937622529
2018-06-29,1.4636176031802373,1.7909597669197848,1.6143972521165724,1.6910775906688529,1.5568157861475902,1.5298648541019444,1.6588096471571085,1.6727413655894674,1.5092712738327405
2018-07-02,1.424720217062357,1.7795159345433005,1.6040816147228563,1.6802719830607453,1.5468680814437719,1.5200893598265326,1.648210224491568,1.6620529223588638,1.499627367929656
2018-07-03,1.4193407913226501,1.7978260663456753,1.6205866345528022,1.6975609552337176,1.5627844089698815,1.5357301506671917,1.665169300756433,1.6791544315278297,1.5150576173745913
2018-07-04,1.4044439200434617,1.7989704495833239,1.6216181982921738,1.6986415159945285,1.5637791794402633,1.536707700094733,1.666229243022987,1.6802232758508902,1.5160220079648998
2018-07-05,1.3928574646040932,1.796681683108027,1.6195550708134305,1.696480394472907,1.5617896384994996,1.5347526012396506,1.664109358489879,1.6780855872047695,1.514093226784283
2018-07-06,1.4048577220234393,1.8195693478609956,1.6401863456008627,1.7180916096891223,1.5816850479071365,1.5543035897904742,1.6853082038209601,1.6994624736659767,1.5333810385904523
2018-07-09,1.4458241180412066,1.8390238629010185,1.65772292917018,1.7364611426229053,1.5985961459036278,1.570921930058674,1.703327222352379,1.7176328271580026,1.549775678625696
2018-07-10,1.4495483358610037,1.8561896114657452,1.6731963852607545,1.7526695540350672,1.6135177029593557,1.585585171471792,1.7192263563506902,1.7336654920039083,1.5642415374803231
2018-07-11,1.4255478210223116,1.8676334438422293,1.6835120226544704,1.7634751616431747,1.623465407663174,1.5953606657472035,1.7298257790162308,1.7443539352345119,1.5738854433834075
2018-07-12,1.4598933853604399,1.873355360030471,1.6886698413513284,1.7688779654472284,1.628439260015083,1.6002484128849093,1.735125490349001,1.7496981568498136,1.5787073963349496
2018-07-13,1.4623761972403044,1.8893767253575497,1.7031117337025314,1.7840058160985797,1.6423660466004293,1.6139341048704863,1.7499646820807584,1.7646619773726593,1.5922088645992685
2018-07-16,1.4561691675406427,1.903109324209331,1.715490498574991,1.796972545228309,1.6543032922450116,1.6256646980009806,1.7626839892794073,1.7774881092493837,1.60378155168297
2018-07-17,1.447065523981139,1.859622761178691,1.6762910764788699,1.7559112363174998,1.6165020143705016,1.5885178197544159,1.722406183150353,1.73687202497309,1.5671347092512486
2018-07-18,1.4404446923014997,1.8744997432681205,1.6897014050907009,1.7699585262080397,1.6294340304854655,1.6012259623124512,1.736185432615556,1.7507670011728746,1.5796717869252586
2018-07-19,1.4412722962614546,1.8767885097434174,1.6917645325694441,1.7721196477296612,1.6314235714262293,1.6031810611675334,1.738305317148664,1.7529046898189953,1.5816005681058756
2018-07-20,1.4689970289199432,1.8767885097434174,1.6917645325694441,1.7721196477296612,1.6314235714262293,1.6031810611675334,1.738305317148664,1.7529046898189953,1.5816005681058756
2018-07-23,1.4785144744594247,1.8602358072790994,1.6768436851740516,1.7564900927170661,1.6170349129114854,1.5890414929827497,1.7229739942225462,1.7374446048769534,1.5676513332904771
2018-07-24,1.5058254051379365,1.8577258834188881,1.6743298274910634,1.753856832292311,1.6146107181726295,1.5866592648710656,1.720649270915049,1.735100357092607,1.5653011724595767
2018-07-25,1.5054116031579594,1.8564254753004947,1.6723052448701554,1.7517360864249685,1.6126583472921305,1.5847406926039906,1.7194448164254084,1.733631711082976,1.5634084261809074
2018-07-26,1.4859629100990188,1.8674227510271437,1.6868134039315834,1.7684367480557046,1.626649037021786,1.5984891814698505,1.7296306326591178,1.7439015690379018,1.5769718460138522
2018-07-27,1.4822386922792214,1.843884436492432,1.665301571815562,1.7770759432469525,1.6059044775378848,1.578103742967341,1.7075727549437945,1.7216616949104069,1.5568608168246874
2018-07-30,1.4739626526796725,1.818702545157514,1.6331016772982918,1.7427148047659833,1.5748530718005107,1.5475898859453616,1.674555514390896,1.688372033801098,1.5267577082176547
2018-07-31,1.4793420784193794,1.8181541835297652,1.6326092766600306,1.7421893543950098,1.5743782338473682,1.5485169334247748,1.6740506149008323,1.6878629684571438,1.52629737161985
2018-08-01,1.4462379200211837,1.833876332121128,1.6467269603371402,1.7572546113199818,1.586642581942718,1.546660230917746,1.6885266548073248,1.702458448110263,1.53818717158032
2018-08-02,1.4139613655829426,1.8372453639621342,1.6497521782679492,1.7604828806610473,1.5559426136416425,1.5042458668843282,1.6916286633587159,1.705586050893074,1.5084247676551608
2018-08-03,1.3940988705440251,1.8866578309635609,1.6941220412531508,1.8078308309966746,1.5977894810011979,1.5447023571917307,1.7371247887791215,1.751457558374306,1.54899364893684
2018-08-06,1.3796158012448145,1.9001339583275862,1.7062229129763875,1.8207439083609365,1.6092022630083493,1.5557359454573858,1.7495328229846865,1.763967969505551,1.560057889286389
2018-08-07,1.4180993853827173,1.907995032623268,1.7132817548149424,1.8282765368234228,1.615859719179188,1.5621722052790181,1.756770842937933,1.7712657093321107,1.5665120294902926
2018-08-08,1.3974092863838445,1.8917865081351248,1.699917451243202,1.814015226573354,1.6021329005135696,1.5489014650459323,1.7418469763969042,1.7562187080905796,1.5532044222078696
2018-08-09,1.430927246762018,1.9173578135855371,1.690715559123255,1.8041957071568895,1.6237889539820836,1.5698379884353102,1.7653915470394077,1.779957541637174,1.5741991087311185
2018-08-10,1.4334100586418825,1.8983474621304857,1.673952335920095,1.7863073431573664,1.6088156391966972,1.5553621673593903,1.749112483625128,1.7635441619857135,1.5596830728065596
2018-08-13,1.4272030289422206,1.889000989176646,1.6657106675502091,1.7775124973227012,1.5938715749436727,1.5409146249564907,1.7328652215372775,1.7471628460489042,1.5451953941151628
2018-08-14,1.4209959992425587,1.8759538351973477,1.6542057590355979,1.7652353839778296,1.5828628523539716,1.5302716710904247,1.7208964827699027,1.7350953549200376,1.534522873375028
2018-08-15,1.3870642368844077,1.8736808127540947,1.6522014203650512,1.7630965149022033,1.5809449571901955,1.5284174986756238,1.7188113374670388,1.7329930053798088,1.5326635499389054
2018-08-16,1.3812710091647236,1.854922688576352,1.6356606097857425,1.745445491772352,1.5651175218963689,1.513115935548951,1.7016036699247068,1.7156433598196925,1.5173194779941246
2018-08-17,1.3601671081858735,1.851503476247179,1.632645567187059,1.7422280807276103,1.562232512639417,1.510326781750704,1.6984670732981173,1.7124808835803935,1.514522575730541
2018-08-20,1.3746501774850841,1.8611957192329225,1.6411921336665602,1.751348289310326,1.5704104811428412,1.5182330343418549,1.70735820193432,1.7214453716545635,1.5224507924472213
2018-08-21,1.3982368903437985,1.8680284071505653,1.6472171602375731,1.75777771324049,1.576175659199809,1.5238066623073163,1.7136261326182853,1.7277650181432378,1.5280399043430122
2018-08-22,1.395754078463934,1.867459536680173,1.6467155333901464,1.7572424174009038,1.57569566661231,1.523342617644261,1.713104282254336,1.727238862066148,1.5275745705312593
2018-08-23,1.3998920982637084,1.8680284504765718,1.6472171984422073,1.7577777540094035,1.5761756957567463,1.523806697649636,1.713626172363172,1.7277650582160538,1.5280399397835154
2018-08-24,1.4019611081635956,1.8685973209601585,1.6477188253012687,1.758313049861405,1.5766556883553782,1.5242707423234543,1.714148022739225,1.728291214305347,1.528505273606061
2018-08-27,1.4371342764616788,1.875992074437322,1.6542394781867835,1.7652713663448747,1.5828951172590675,1.5303028639825729,1.720931561337584,1.735130722915992,1.5345541529232234
2018-08-28,1.4329962566619046,1.8811064791839895,1.6587493321220146,1.7700839198616045,1.5872104693394407,1.5344748369551873,1.7256232339016244,1.7398611058031543,1.538737715930057
2018-08-29,1.4276168309221977,1.8742919047688325,1.6527402779377236,1.7636715403783323,1.5814605748090036,1.5289159847156515,1.7193719195448487,1.7335582127406222,1.5331634208081972
