date,current_default_nav,probe_50_d1_nav,probe_50_d2_nav,probe_50_d3_nav,probe_60_d1_nav,probe_60_d2_nav,probe_60_d3_nav,probe_70_d1_nav,probe_70_d2_nav,probe_70_d3_nav
2018-01-29,1.8023184850896825,1.726097901310016,1.6364895623127325,1.6376564193211516,1.7413705146089664,1.6688008422814269,1.6698850809304173,1.756631166873891,1.7015385928744844,1.702468896782379
2018-01-30,1.7858976320990076,1.7103714910670926,1.6215795701299833,1.6227357959499888,1.7255049561856077,1.6535964632948494,1.6546708234880567,1.7406265692466083,1.6860359415269555,1.6869577694724525
2018-01-31,1.7863810342402013,1.71083444998823,1.6220184950841507,1.6231750338683637,1.7259720113938506,1.6540440544986563,1.6551187054968954,1.7410977175338724,1.6864923133646321,1.6874143908281276
2018-02-01,1.7832458865384269,1.7078318886134791,1.6191718081457946,1.6203263171727262,1.7229428831837261,1.6511411618253131,1.652213926781581,1.7380420432946904,1.6835324731071732,1.6844529322994346
2018-02-02,1.7925635460224936,1.7119534374455403,1.6230793916259156,1.6242366868552616,1.7280700215718598,1.656054632444478,1.6571305897377886,1.7441916220932905,1.6894891849389244,1.6904129009202582
2018-02-05,1.7908831489791162,1.7099210193237355,1.6223186325953902,1.6234753853849755,1.7261047924678803,1.655123174483881,1.6561985265984938,1.7422951867004801,1.68838054427386,1.689303654113936
2018-02-06,1.8003840191171738,1.7189923747386273,1.6313333444520899,1.632496524951299,1.735262004923235,1.6642369006768243,1.6653181740816978,1.751538291322041,1.6975924546323615,1.6985206010177392
2018-02-07,1.7808347282272736,1.700326866927819,1.6136196735071957,1.6147702237265895,1.716419834950481,1.646165949737707,1.6472354822428064,1.732519386911501,1.6791593157265956,1.6800773839267176
2018-02-08,1.7801223943359827,1.6996467361810481,1.6129742256377928,1.614124315637099,1.7157332670165009,1.645507483357812,1.6465765880499093,1.7318263791567365,1.6784876520003051,1.679405352973147
2018-02-09,1.7801223943359827,1.6996467361810481,1.6129742256377928,1.614124315637099,1.7157332670165009,1.645507483357812,1.6465765880499093,1.7318263791567365,1.6784876520003051,1.679405352973147
2018-02-12,1.7801223943359827,1.6996467361810481,1.6129742256377928,1.614124315637099,1.7157332670165009,1.645507483357812,1.6465765880499093,1.7318263791567365,1.6784876520003051,1.679405352973147
2018-02-13,1.7801223943359827,1.6996467361810481,1.6129742256377928,1.614124315637099,1.7157332670165009,1.645507483357812,1.6465765880499093,1.7318263791567365,1.6784876520003051,1.679405352973147
2018-02-14,1.7801223943359827,1.6996467361810481,1.6129742256377928,1.614124315637099,1.7157332670165009,1.645507483357812,1.6465765880499093,1.7318263791567365,1.6784876520003051,1.679405352973147
2018-02-22,1.7622872632993978,1.6826178945956916,1.5968137600628316,1.5979523272556684,1.6985432537126786,1.6290210655245512,1.6300794588058285,1.7144751281960426,1.6616708042869308,1.6625793107700257
2018-02-23,1.7614061196677482,1.6817765856483937,1.5960153531828003,1.5971533510920406,1.6976939820858223,1.628206554991789,1.6292644190764256,1.7136178906319448,1.6608399688847875,1.661748021114641
2018-02-26,1.7614061196677482,1.6817765856483937,1.5960153531828003,1.5971533510920406,1.6976939820858223,1.628206554991789,1.6292644190764256,1.7136178906319448,1.6608399688847875,1.661748021114641
2018-02-27,1.75295369558195,1.6737062782043914,1.5883565864384843,1.5894891234600679,1.689547292151985,1.620393312975426,1.6214461007089767,1.7053947869587476,1.6528701295621524,1.6537738243400515
2018-02-28,1.7426117858735017,1.6638319048816514,1.578985751120263,1.580111606507501,1.6795794615198196,1.6108334704209986,1.6118800470174781,1.6953334607819996,1.643118683370045,1.6440170466153312
2018-03-01,1.741058194385353,1.6623485480570912,1.5775780372262478,1.578702888879114,1.6780820652688362,1.6093973633151255,1.61044300685669,1.6938220193607973,1.6416537930134,1.6425513553404885
2018-03-02,1.7141711365954075,1.649177278986292,1.565078429467829,1.566194368595219,1.662261928278841,1.5942247521026318,1.595260537828293,1.6753058572568678,1.623707912393996,1.6245956629407692
2018-03-05,1.7177028370393528,1.652988588758669,1.5686953836841968,1.5698139017882413,1.666020117802909,1.597829117131052,1.5988672446531513,1.6790095241687069,1.6272975096269882,1.6281872227600627
2018-03-06,1.7171957660911492,1.6525006216475964,1.568232300176098,1.5693504880902964,1.665528303745993,1.597357433258836,1.5983952543226263,1.6785138756006865,1.626817126598316,1.627706577085447
2018-03-07,1.7222668499334262,1.6573806530145878,1.5728634771422878,1.5739849671987207,1.67044680741154,1.6020746202156724,1.6031155060888058,1.6834707272082186,1.6316213115421276,1.6325133886825982
2018-03-08,1.7215779431934528,1.656717700753382,1.572234331751431,1.5733553732118413,1.6697786286885754,1.6014337903675862,1.6024742598863704,1.6827973389173354,1.6309686630175109,1.6318603833271252
2018-03-09,1.7215779431934528,1.656717700753382,1.572234331751431,1.5733553732118413,1.6697786286885754,1.6014337903675862,1.6024742598863704,1.6827973389173354,1.6309686630175109,1.6318603833271252
2018-03-12,1.7203794188866892,1.6555643307060663,1.5711397771482063,1.572260038164464,1.6686161659134742,1.6003189077501498,1.6013586529171766,1.6816258128054775,1.6298332188780662,1.630724318391817
2018-03-13,1.7198694879733476,1.655073611378699,1.5706740817715044,1.5717940107355899,1.668121577942844,1.5998445635018357,1.600884000482077,1.6811273686964578,1.6293501264085952,1.6302409617950355
2018-03-14,1.694456027580919,1.642511717604002,1.5587527745654477,1.5598642033464687,1.6530626103979649,1.5854019667048227,1.5864320201677249,1.6635344875280054,1.6122990904850434,1.6131806033410283
2018-03-15,1.7087753742928704,1.6559780002915694,1.5653390538945975,1.5664551788535663,1.6666987471537098,1.593440624564171,1.594475900833364,1.6773408865719595,1.6218366344005888,1.6227233618396655
2018-03-16,1.6801366808689675,1.6282241790576324,1.5387195450674738,1.5533284594776984,1.638765248598061,1.566421568789438,1.578442064959062,1.6492290281377924,1.5944158165774047,1.6036858251923845
2018-03-19,1.6992291431515696,1.6467267265469239,1.5562049944432406,1.5705871742646793,1.6573875809684937,1.5842218138893183,1.5960596308250028,1.6679702670939038,1.612534178129421,1.6216662413222265
2018-03-20,1.7087753742928704,1.6559780002915694,1.5649477191311238,1.5794106977156044,1.6666987471537098,1.5931219364392581,1.605026257964469,1.6773408865719592,1.6215933589054288,1.6307767258240367
2018-03-21,1.6562711030157151,1.6050959946960184,1.5168627333477651,1.530881318735516,1.6154873331350204,1.544171262414588,1.5557098086974042,1.625802479442653,1.5717678646373847,1.5806690610640801
2018-03-22,1.6586576608010402,1.6074088131321798,1.5190484145197358,1.5330871995982471,1.6178151246813244,1.546396293052073,1.5579514654822706,1.628145134312167,1.5740326598313865,1.5829466821895326
2018-03-23,1.5488760026760793,1.501019165068755,1.4185070806090772,1.4316166799126078,1.5107367135513374,1.444044883727763,1.4548352533784081,1.5203830103145273,1.4698520809072948,1.4781761104187148
2018-03-26,1.5562390179717382,1.5081546795014038,1.4252503507698129,1.4384222702203566,1.5179184230686733,1.4509095549784863,1.4617512196693065,1.5276105762015733,1.4768394338880226,1.4852030340019364
2018-03-27,1.6217747441169499,1.5716654968752286,1.4852699336216506,1.4989965437694128,1.5818404073758465,1.512009688157558,1.5233079127726126,1.5919407126538474,1.5390315159409946,1.5477473206972054
2018-03-28,1.610207163916401,1.5604553292798276,1.4746759968625802,1.488304699662641,1.5705576655258047,1.5012250256172044,1.51244266375141,1.5805859286834205,1.5280541156846394,1.5367077535025035
2018-03-29,1.6310288082773892,1.5806336309515496,1.4937450830289067,1.5075500190548303,1.5908666008558798,1.5206374181898408,1.5320001119895748,1.601024539830189,1.547813436146079,1.556578974452967
2018-03-30,1.6819261611598042,1.6299583683713144,1.540358404768816,1.5545941331246265,1.6405106649960635,1.568089933367396,1.5798072076828664,1.6509855893000673,1.5961139972740417,1.6051530701096555
2018-04-02,1.6703585809592554,1.6187482007759133,1.5297644680097455,1.5439022890178546,1.6292279231460218,1.5573052708270425,1.5689419586616637,1.6396308053296405,1.5851365970176865,1.5941135029149536
2018-04-03,1.642596388477938,1.5918437985469507,1.504339019787977,1.5182418631616021,1.6021493427059217,1.5314220807301941,1.5428653610107772,1.6123793238006159,1.558790836402434,1.567618541647669
2018-04-04,1.6055801318361818,1.5559712622416673,1.4704384221589522,1.4840279620199324,1.5660445687857882,1.496911160601063,1.5080965641429287,1.57604401509525,1.5236631555820976,1.5322919266246229
2018-04-09,1.601769128729745,1.5522780106895646,1.466948191255146,1.4805054750003472,1.5623274072451585,1.4933580940365272,1.5045169479177438,1.5723031188806587,1.5200465905138405,1.5286548803156006
2018-04-10,1.6031892417363767,1.5536542453499471,1.4682487733234921,1.481818076825246,1.5637125516032628,1.494682090869068,1.5058508380821334,1.573697107608148,1.5213942491090504,1.5300101709372325
2018-04-11,1.6107615008855374,1.5609925384645151,1.4751836752786731,1.4888170699556382,1.571098352585005,1.501741843918191,1.512963343885621,1.581130068116408,1.528580170285654,1.5372367872427661
2018-04-12,1.6150158966325574,1.5651154828067546,1.4790799784562252,1.4927493820993216,1.5752479887326987,1.5057082933958916,1.516959431954578,1.5853062003579481,1.53261750602522,1.5412969871210305
2018-04-13,1.602455147402711,1.5529428329051183,1.4675764677235987,1.481139557892233,1.5629965334977705,1.49399768155233,1.5051613146379863,1.572976517611954,1.520697608395361,1.5293095850252916
2018-04-16,1.6074902575020513,1.5578223692555317,1.4721877725118582,1.4857934795689571,1.567907659805302,1.4986920050265111,1.509890715612955,1.5779190022504102,1.5254758263058494,1.5341148628198429
2018-04-17,1.6093779524833385,1.5596517386432815,1.4739165801713219,1.487538264572488,1.5697488724700277,1.5004519369223224,1.5116637982881704,1.5797719713539706,1.527267210762429,1.5359163922000352
2018-04-18,1.6080376691295057,1.5583528670762552,1.472689108492408,1.486299448810709,1.5684415920513897,1.4992023667072092,1.510404890880926,1.5784563437397177,1.5259953088973135,1.5346372873321152
2018-04-19,1.6121653785845504,1.562353039452322,1.476469388565546,1.490114665584334,1.5724676614112576,1.503050704282182,1.51428198447688,1.5825081201996292,1.5299124219014504,1.5385765836325644
2018-04-20,1.6050893052330455,1.5554956010933505,1.4699889084401667,1.4835742939724057,1.5655658282229126,1.4964535541536572,1.5076355383123874,1.5755622176969242,1.5231973710372158,1.5318235042603658
2018-04-23,1.5968338863229565,1.5474952563412172,1.4624283482938911,1.475943860425156,1.557513689503177,1.488756879003712,1.4998813511204796,1.5674586647771018,1.5153631450289422,1.5239449116594677
2018-04-24,1.5921165040886198,1.5429236307685696,1.4581080282103052,1.4715836126838704,1.5529124673776136,1.484358778918029,1.495450387010818,1.5628280631086318,1.5108864444527859,1.5194428587446687
2018-04-25,1.5915268313093276,1.5423521775719886,1.4575679881998567,1.4710385817162095,1.552337314611918,1.4838090164073185,1.4948965164971102,1.5622492379000728,1.5103268568807662,1.5188801021303187
2018-04-26,1.5932958496472038,1.5440665371617315,1.4591881082312015,1.4726736746191915,1.5540627729090042,1.4854583039394496,1.4965581280382332,1.5639857135257489,1.5120056195968248,1.5205683719733682
2018-04-27,1.5873991218542831,1.538352005195922,1.453787708126719,1.4672233649425845,1.5483112452520502,1.4799606788323458,1.4910194229011562,1.5581974614401615,1.5064097438766293,1.5149408058298695
2018-05-02,1.5826817396199464,1.5337803796232745,1.4494673880431328,1.462863117201299,1.5437100231264869,1.4755625787466629,1.4865884587914946,1.5535668597716914,1.501933043300473,1.5104387529150705
2018-05-03,1.5818903987501365,1.533013489433463,1.4487426543491113,1.4621316856426982,1.5429381681149237,1.4748247974572897,1.485845164562099,1.5527900763418057,1.5011820767788229,1.509683533538613
2018-05-04,1.557983964463762,1.5214267986629972,1.4377928921600451,1.4510807276282958,1.5289448016937481,1.4614491715091222,1.4723695916178818,1.5363610351970955,1.4852990656230562,1.4937105741116508
2018-05-07,1.5598258644788545,1.5236066289956214,1.4398528956785293,1.4531597693462084,1.5310587969108513,1.4634698439069662,1.474405363132354,1.5384083063190066,1.4872782943426008,1.4957010115497362
2018-05-08,1.5588994645593421,1.5227017401291059,1.438997749192603,1.4522967197430332,1.5301494821094195,1.462600671022686,1.473529695507628,1.5374946265528187,1.4863949813244315,1.4948126961753934
2018-05-09,1.557509658201637,1.5213442051453354,1.4377148388664283,1.451001952979518,1.5287853072368107,1.46129671797274,1.4722159988994488,1.536123903260201,1.485069814922062,1.4934800251238254
2018-05-10,1.5724879826619844,1.528357201577317,1.4443423259275923,1.4576906901401343,1.5373638848324085,1.46949659222976,1.4804771452646415,1.546282128935208,1.4948904252850035,1.5033562513215457
2018-05-11,1.5997881212498661,1.554502457976175,1.456880019729047,1.4703442551587118,1.5637414192091825,1.4848038483988202,1.4958987821944816,1.57289133568906,1.51305749642562,1.5216262057646897
2018-05-14,1.6008801267933814,1.555563551804145,1.4575100084611279,1.4708460791365816,1.564808819495332,1.4855202029107983,1.4965114369858241,1.5739649816519876,1.51386318663242,1.5223532626548162
2018-05-15,1.6074321600544732,1.5619301147719657,1.4634752608832062,1.4764966965429238,1.5712132212122298,1.4916000946007473,1.5023357860000577,1.580406857429554,1.5200590796200015,1.528354615980556
2018-05-16,1.59432809353229,1.5491969888363248,1.4515447560390498,1.4644600386906717,1.5584044177784344,1.4794403112208498,1.4900884833967964,1.567523105874422,1.5076672936448385,1.51589520335028
2018-05-17,1.6041561434239275,1.5587468332880556,1.4604926346721672,1.4734875320798608,1.568011020353781,1.488560148755773,1.4992739603492424,1.5771859195407711,1.5169611331262107,1.5252397628229872
2018-05-18,1.6008801267933814,1.555563551804145,1.4575100084611279,1.4704783676167976,1.5648088194953318,1.4855202029107983,1.496212134698427,1.5739649816519878,1.5138631866324197,1.522124909665418
2018-05-21,1.61507619885908,1.5693577715677565,1.4704347220422977,1.483518080290071,1.578685023215277,1.498693301572354,1.5094800458519602,1.5879223791700479,1.5272876214388464,1.5356226066815508
2018-05-22,1.6019721323368967,1.5566246456321153,1.458504217198141,1.4714814224378188,1.5658762197814815,1.4865335181924566,1.4972327432486987,1.5750386276149155,1.5148958354636832,1.5231631940512744
2018-05-23,1.5812240270101066,1.5364638629006837,1.439614251194893,1.4524233808384195,1.5455956143446388,1.4672805278409522,1.4778411807935348,1.5546393543192893,1.4952755076696749,1.5034357907200036
2018-05-24,1.592144082445259,1.5470748011803845,1.4495563385650234,1.4624539290486296,1.5562696172061348,1.4774136806575333,1.4880472662962525,1.565375813948566,1.5056019959823106,1.5138186345785671
2018-05-25,1.5943280935322894,1.5491969888363246,1.4515447560390495,1.4644600386906714,1.558404417778434,1.4794403112208494,1.490088483396796,1.5675231058744215,1.5076672936448376,1.5158952033502797
2018-05-28,1.5876588964764213,1.542716578663023,1.4454728326672492,1.4583340896980561,1.5518854922216039,1.4732516985959117,1.483855328648556,1.5609660361438482,1.501360605381114,1.509554097107342
2018-05-29,1.5776557872346217,1.5375470187980085,1.440629131338648,1.4534472909923475,1.5457695534396094,1.4674456534693585,1.47800749490255,1.5538933834106228,1.4945580216327592,1.5027143890908672
2018-05-30,1.5669380169409082,1.5267199511191016,1.4357356899957856,1.4485103097050094,1.534961347901687,1.4614642173818475,1.4719830078309362,1.54310554193434,1.4874507484320598,1.495568328816658
2018-05-31,1.5830146723814784,1.5423839725054125,1.4501036037758168,1.4559411081474083,1.5507099253425387,1.4761634285521026,1.4810444627355044,1.5589376781374966,1.5024864642413387,1.5063094146255327
2018-06-01,1.581942895352107,1.5413397044129917,1.4491218139289814,1.4545916271879948,1.5496600201798152,1.4751639949511872,1.4797457160949254,1.5578822023906194,1.5014692086799024,1.5050637773073041
2018-06-04,1.6194550913801042,1.5778890876477172,1.4834844585682188,1.4890839760711791,1.5864067008751361,1.5101441709832277,1.5148345372760383,1.5948238535313184,1.5370731533301711,1.5407529590185207
2018-06-05,1.634459969791303,1.5925088409416073,1.4972295164239136,1.5028809156244527,1.6011053731532643,1.5241362413960438,1.5288700657484833,1.609600513987598,1.5513147311902786,1.5550286317030073
2018-06-06,1.6462495171143878,1.6039957899582353,1.5080292047391024,1.5137213681305963,1.6126543299432223,1.5351300110061137,1.539897980976833,1.6212107472032462,1.5625045423660773,1.5662452316693896
2018-06-07,1.6505366252318734,1.6081728623279183,1.511956364126444,1.5176633508601032,1.6168539505941162,1.5391277454097756,1.5439081319689603,1.6254326501907548,1.5665735646118224,1.5703239952935286
2018-06-08,1.6291010846444465,1.5872875004795037,1.4923205671897368,1.4979534372125693,1.5958558473396471,1.519139073391467,1.5238573770083244,1.6043231352532126,1.5462284533830974,1.5499301771728335
2018-06-11,1.6430341860262738,1.600862985680973,1.5050838351985962,1.5107648810834662,1.6095046144550518,1.5321317102033674,1.5368903677327375,1.6180443199626149,1.5594527756817684,1.5631861589512852
2018-06-12,1.6451777400850167,1.6029515218658148,1.507047414892267,1.5127358724482198,1.6116044247804988,1.5341305774051983,1.5388954432288011,1.6201552714563694,1.561487286804641,1.5652255407633549
2018-06-13,1.6569672874081016,1.6144384708824429,1.5178471032074559,1.5235763249543635,1.6231533815704569,1.5451243470152682,1.549923358457151,1.6317655046720176,1.5726770979804399,1.5764421407297373
2018-06-14,1.654823733349359,1.6123499346976014,1.515883523513785,1.52160533358961,1.6210535712450098,1.5431254798134373,1.5479182829610874,1.6296545531782634,1.5706425868575673,1.5744027589176677
2018-06-15,1.6934077064067277,1.6499435860247476,1.551227957999858,1.557083178155171,1.6588501571030543,1.5791050894463932,1.584009641890232,1.6676516800658396,1.6072637870692723,1.6111116315349192
2018-06-19,1.645177740085017,1.6029515218658148,1.507047414892267,1.5127358724482198,1.6116044247804988,1.5341305774051983,1.5388954432288013,1.6201552714563694,1.561487286804641,1.565225540763355
2018-06-20,1.6397408329159464,1.597654161946239,1.5020669944218725,1.5077366530268588,1.6062784691482874,1.5290606537541809,1.5338097728699815,1.6148010573822515,1.5563269559679243,1.560052855918161
2018-06-21,1.6698918048954017,1.6120270350685892,1.515579942872366,1.5213006070614876,1.6237465924540906,1.5456890407710302,1.5504898060988062,1.635395226272853,1.576175382517853,1.579948800279955
2018-06-22,1.6625122325252828,1.6045019524271396,1.5122311235541503,1.5179391473867936,1.616247630444975,1.5415906228598948,1.5463786588856654,1.6279238756890873,1.5712995874582965,1.575061332400301
2018-06-25,1.6604037832766776,1.602467073603516,1.509935687122947,1.5169765987835047,1.614197855390511,1.5393276030172058,1.5452019598427595,1.625859292460566,1.5690714208746228,1.5736630534748983
2018-06-26,1.6213974721774795,1.564821815366481,1.4744641820921223,1.480969353286856,1.5762770168829243,1.50316562123204,1.5086001968986138,1.587664502732921,1.532210695431854,1.5364639569383856
2018-06-27,1.6228647117913877,1.5662378583760521,1.475798458415095,1.4823095162878555,1.5777034259660454,1.5045258701429836,1.509965363681233,1.5891012166121385,1.533597227893985,1.5378543382740208
2018-06-28,1.6189644736556519,1.5624737118144274,1.4722516652743303,1.4787470750921206,1.573911724153735,1.5009100362830832,1.5063364570617963,1.5852821224377798,1.5299115267079086,1.534158405955225
2018-06-29,1.6534285367798507,1.5787963062311599,1.487631742794947,1.4941950077959796,1.5937670883069288,1.5198444624483165,1.5253393391378387,1.6087185150119432,1.5525293350059843,1.5568389989954272
2018-07-02,1.6428634982061776,1.5683159738820487,1.4828789257253148,1.4894212218285803,1.5832665563915727,1.5140175827200801,1.5194913927897065,1.598199397603799,1.545585114338226,1.5498755018753199
2018-07-03,1.659767559924055,1.584452987118134,1.4977623097211519,1.497083839046991,1.5995574019878849,1.529289979504023,1.528872175664807,1.6146438930132272,1.5612540176804883,1.5610385923068333
2018-07-04,1.6608240637814222,1.5854615504453895,1.4987156912041062,1.497662279460932,1.6005755798376544,1.5302634295228033,1.5295393906639387,1.6156716739763164,1.5622478139998266,1.5617979466621745
2018-07-05,1.6587110560666876,1.583444423790879,1.4968089282381978,1.4957568567135262,1.5985392241381153,1.5283165294852425,1.5275934117954095,1.613616112050138,1.56026022136115,1.5598109263738003
2018-07-06,1.679841133214034,1.6036156903359857,1.515876557897283,1.514811084187584,1.6189027811335053,1.5477855298608507,1.5470532004807014,1.6341717313119233,1.5801361477479163,1.579681129257543
2018-07-09,1.6978016987892781,1.6207612668993263,1.5320840431075053,1.5310071775405327,1.6362118045795866,1.5643341801801176,1.5635940208631993,1.6516440076844405,1.5970306851766674,1.5965708017087241
2018-07-10,1.713649256649788,1.6358897168081565,1.5463847653518195,1.5452978481460762,1.6514844723261293,1.578935930461824,1.5781888623771685,1.6670607221307796,1.6119376299667423,1.6114734538715314
2018-07-11,1.7242142952234611,1.6459753500807097,1.555918580181362,1.554824961883105,1.6616662508238242,1.588670430649628,1.5879187567198143,1.677338531761672,1.6218755931601252,1.6214085553134026
2018-07-12,1.7294968145102978,1.6510181667169865,1.5606854875961336,1.5595885187516194,1.666757140072672,1.5935376807435302,1.5927837038911374,1.6824774365771185,1.626844574756817,1.6263761060343385
2018-07-13,1.7442878685134404,1.6651380532985613,1.5740328283574934,1.57292647798346,1.681011629969445,1.607165981006456,1.606405555970842,1.6968663700603683,1.6407577232275534,1.6402852480529586
2018-07-16,1.7569659148018484,1.6772408132256256,1.5854734061529447,1.5843590144678947,1.6932297641666791,1.6188473812318211,1.6180814291820171,1.7091997416174396,1.6526832790596133,1.6522073697832043
2018-07-17,1.7168187682218903,1.6389154067899225,1.5492449098006824,1.548155982267185,1.6545390058754381,1.5818562805181655,1.5811078306799624,1.6701440650200476,1.6149190189247573,1.614453984304093
2018-07-18,1.7305533183676653,1.652026730044242,1.5616388690790879,1.5605412301253225,1.6677753179224417,1.5945111307623108,1.5937566933254022,1.683505217540208,1.6278383710761555,1.6273696161785258
2018-07-19,1.7326663260824,1.6540438566987525,1.5635456320449963,1.5624466528727283,1.6698116736219808,1.5964580307998715,1.5957026721939314,1.6855607794663867,1.629825963714832,1.6293566364669
2018-07-20,1.7326663260824,1.6540438566987525,1.5635456320449963,1.5624466528727283,1.6698116736219808,1.5964580307998715,1.5957026721939314,1.6855607794663867,1.629825963714832,1.6293566364669
2018-07-23,1.7189317759366252,1.6409325334444333,1.551151672766591,1.550061405014591,1.6565753615749774,1.5838031805557262,1.5830538095484918,1.6721996269462265,1.616906611563434,1.6164410045924675
2018-07-24,1.7163548214538211,1.6384725123387474,1.548826247573688,1.5477376143079487,1.6540918893605046,1.5814288055146992,1.5806805579348187,1.6696927314515206,1.614482609168881,1.6140177002174565
2018-07-25,1.7148101021145126,1.637407505205727,1.547819510512765,1.5467315848586485,1.652934025037952,1.5803218053508388,1.5795740815442643,1.668440461902932,1.6132717472120044,1.6128071869422933
2018-07-26,1.6864661334845206,1.6099403326132367,1.5350276137316679,1.5339486791986596,1.625287678923309,1.5646491924052106,1.563908884041346,1.6406168041669749,1.5946057931120305,1.5941466079198203
2018-07-27,1.6666253554435262,1.5909998581119045,1.5165892232184912,1.5249254516739617,1.6061666474065643,1.545932306536533,1.5528695272128188,1.6213154300003045,1.5756093480990276,1.5810183417369512
2018-07-30,1.634236277330505,1.5600804805122048,1.4871159365822648,1.4956643561059555,1.5749525195070544,1.5158887685150382,1.5229960148176422,1.5898069017419236,1.5449890685715961,1.5505257209318672
2018-07-31,1.633743534596104,1.5596100966806152,1.4866675524758002,1.495213394543789,1.574477651569181,1.5154317090388734,1.5225368124175773,1.589327555021501,1.544523234989985,1.550058217980128
2018-08-01,1.6463879426328856,1.565335185479616,1.4921248804134895,1.500702092953371,1.5815387996989316,1.5222280505222727,1.529365018556143,1.5977487332166806,1.5527070139393597,1.5582713244761877
2018-08-02,1.6494125377510107,1.5678188250788674,1.4934954788951917,1.5020805700748834,1.5841273709811332,1.5239059503942507,1.5310507852636759,1.6004438701796435,1.554703759027708,1.5602752251384044
2018-08-03,1.6937732661501823,1.6099851015479814,1.533279423253537,1.522279697545328,1.6267322635992079,1.5645782177646754,1.555757228253261,1.6434875928495118,1.596277829962882,1.5896495997925995
2018-08-06,1.7058716466226835,1.6214849951304668,1.5442314191339193,1.5327698356753772,1.6383517797677736,1.5757537764629945,1.5665564059276649,1.655226789941294,1.6076798144626168,1.6007640891551491
2018-08-07,1.7129290352316429,1.628193266386917,1.5506200833974757,1.5391110820404645,1.6451298308661038,1.5822728523703475,1.5730374312476967,1.6620746549115004,1.6143309720874623,1.6073866356232853
2018-08-08,1.699822456386433,1.615735048339224,1.538755421193728,1.5273344816481595,1.6325420216834907,1.570165997113835,1.5610012413676377,1.649357191395403,1.6019788222127496,1.59508762075389
2018-08-09,1.6887322742866404,1.6051934792219458,1.5287160916367108,1.517369665931594,1.621890798528972,1.5599217349737093,1.5508167730075881,1.638596260727936,1.5915270030879927,1.584680762018248
2018-08-10,1.6897404726593488,1.606151803687153,1.529628757960076,1.5182755582694636,1.6228590915430192,1.5608530315319025,1.5517426337675926,1.6395745271522513,1.5924771684629706,1.5856268400851246
2018-08-13,1.6796584889322645,1.5965685590350818,1.520502094726424,1.5092166348907676,1.6131761614025477,1.5515400659499698,1.5424840261675474,1.6297918629090995,1.5829755147131916,1.576166059416359
2018-08-14,1.666555992594111,1.5841142215395672,1.5086411281909158,1.4974437027367395,1.6005922731378506,1.53943698180128,1.530451585384083,1.6170783606963408,1.570627212351977,1.5638708755096868
2018-08-15,1.6645366896117932,1.582194810138989,1.5068131646883747,1.495629306731909,1.5986528959042114,1.537571704125489,1.5285971949739243,1.6151190078927709,1.5687241426512857,1.5619759922072896
2018-08-16,1.6478723860070337,1.566354862096642,1.4917278906846687,1.4806559985416465,1.5826481797677416,1.522178494800911,1.513293832839942,1.598949443308634,1.5530190545337303,1.5463384623649414
2018-08-17,1.6448348332217673,1.5634675720282611,1.4889781618539135,1.4779266787286665,1.5797308559340684,1.5193726358243194,1.5105043511204213,1.5960020710629037,1.550156346599106,1.5434880688859276
2018-08-20,1.6534452080223125,1.5716520058156302,1.496772658775089,1.4856633233902177,1.5880004246949242,1.5273262416161635,1.5184115332509978,1.604356816315581,1.5582710988368842,1.5515679140502265
2018-08-21,1.6595152171989909,1.57742174166872,1.5022675029526187,1.4911173837743652,1.593830177688068,1.532933251910433,1.5239858165088216,1.6102466157177338,1.563991711666266,1.5572639186295312
2018-08-22,1.659009845225729,1.5769413696118737,1.50181001760722,1.490663293973444,1.593344808772137,1.532466427928123,1.5235217172879585,1.6097562475058669,1.5635154294548717,1.5567896852321563
2018-08-23,1.6595152556888593,1.577421778254558,1.5022675377953714,1.4911174183585083,1.593830214654474,1.53293328746443,1.5239858518552967,1.6102466530648936,1.5639917479406156,1.55726395474784
2018-08-24,1.6600206276738427,1.577902150322546,1.502725023151381,1.4915715081699614,1.5943155835816625,1.5334001114575673,1.5244499510869238,1.610737021288134,1.5644680301630567,1.557738188156214
2018-08-27,1.6665899634911212,1.5841465119524374,1.5086718801684182,1.4974742264671332,1.6006248994375412,1.5394683615181297,1.5304827819435842,1.6171113230466563,1.5706592278471112,1.5639027532843817
2018-08-28,1.6711334878141566,1.5884652756351552,1.5127848818864087,1.5015567006930188,1.6049885871603546,1.5436653218373009,1.5346552454157516,1.6215199567179688,1.5749412219555927,1.5681663276212419
2018-08-29,1.665079570273396,1.5827108353913448,1.5073046045784428,1.4961170990603196,1.59917428888234,1.5380731757657393,1.529095739621038,1.6156457712143868,1.5692357745100178,1.5624854231891045
2018-08-30,1.6665944265920678,1.584150754271155,1.5086759203672937,1.4974782366788735,1.6006291858851138,1.5394724841894838,1.5304868805517016,1.6171156536446045,1.5706634340471004,1.5639069413906412
2018-08-31,1.6691186135312452,1.586550073853542,1.5109609274409281,1.499746283989254,1.6030534633343907,1.5418041350553517,1.5328049220216775,1.6195649011321387,1.5730423260335404,1.5662756001432205
2018-09-03,1.6635675009843536,1.5812735656714139,1.5059358117336414,1.494758465660038,1.597722068596166,1.536676441786838,1.52770715810868,1.614178593070928,1.5678107415781,1.5610665202939158
