date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash10_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash20_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash30_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash40_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511990_cash50_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash10_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash20_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash30_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash40_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__defbucket_511260_511880_cash50_vr90_vb-1_cap20_nav
2018-12-21,2.341220417162397,2.3410030578913843,2.340785609366963,2.3405680716079553,2.3403504446332173,2.340132728461571,2.3415748647853367,2.3419292590936513,2.3422836000420793,2.342637887585332,2.342992121678088
2018-12-24,2.3496179078982737,2.349399769002903,2.3491815405339898,2.348963222510423,2.348744814951127,2.3485263178749918,2.3499736268541507,2.350329292304174,2.350684904202919,2.3510404625049355,2.351395967164738
2018-12-25,2.368092387517202,2.367872533448244,2.3676525891014477,2.3674325544958514,2.3672124296505284,2.3669922145845166,2.3684509034055417,2.3688093653673237,2.369167773356766,2.3695261273280623,2.3698844272353687
2018-12-26,2.3672526384436146,2.3670328623370924,2.3668129959847453,2.366593039405605,2.3663729926187376,2.3661528556431746,2.3676110271986603,2.3679693620462716,2.3683276429406823,2.368685869836102,2.3690440426867037
2018-12-27,2.358855147707738,2.358636151225574,2.358417064817719,2.3581978885031374,2.357978622300828,2.3577592662297544,2.3592122651298464,2.3595693288357493,2.359926338779843,2.360283294916499,2.3606401972000537
2018-12-28,2.373130881958728,2.372910560115155,2.3726901478016638,2.372469645037332,2.372249051841274,2.3720283682325687,2.37349016064683,2.3738493852936373,2.37420855585327,2.374567672279824,2.374926734527359
2019-01-02,2.382368121768192,2.3821469423378256,2.3819256720853925,2.381704311030046,2.3814828591909745,2.381261316587331,2.382728798922525,2.383089421825212,2.3834499904301936,2.3838105046913873,2.384170964562674
2019-01-03,2.4084003430494096,2.4081767467835333,2.4079530587031743,2.407729278827696,2.4075054071764943,2.407281443768934,2.4087649613358484,2.4091295247778315,2.409494033328796,2.4098584869421567,2.4102228855712897
2019-01-04,2.395804106945595,2.3955816801162557,2.3953591619526353,2.395136552473995,2.3949138516996302,2.394691059648804,2.396166818232628,2.396529474962048,2.396892077087537,2.3972546245627524,2.3976171173413148
2019-01-07,2.3857271180625435,2.3855056267824333,2.3852840445522037,2.385062371391034,2.3848406073181385,2.3846187523527,2.3860883037500513,2.386449435109421,2.3868105120945295,2.387171534659229,2.3875325027573346
2019-01-08,2.3748103801059037,2.374589902337459,2.374369334035069,2.374148675217826,2.3739279259048556,2.373707086115253,2.375169913060593,2.375529391935742,2.3758888166854377,2.376248187263745,2.376607503624689
2019-01-09,2.3655731402964397,2.3653535201147884,2.3651338097513404,2.364914009225112,2.364694118555155,2.364474137760491,2.3659312747848977,2.3662893554041675,2.366647382108514,2.3670053548521817,2.367363273589374
2019-01-10,2.3706116347379655,2.370391546781699,2.370171368451556,2.3699510997665922,2.3697307407459007,2.369510291408543,2.370970532026186,2.3713293753304807,2.3716881646050174,2.372046899803943,2.372405580881364
2019-01-11,2.355496151413388,2.355277466780966,2.3550586923509087,2.354839828142151,2.3546208741736634,2.354401830464387,2.355852760302321,2.3562093155515407,2.356565817115506,2.3569222649486576,2.357278659005394
2019-01-14,2.3571756495605634,2.3569568090032695,2.356737878584314,2.3565188583226444,2.3562997482372454,2.356080548347071,2.357532512716084,2.357889322193645,2.358246077947674,2.3586027799325784,2.358959428102724
2019-01-15,2.3521371551190375,2.3519187823363583,2.3517003198840984,2.351481767781164,2.3512631260465,2.3510443946990187,2.352493255474796,2.352849302267332,2.35320529545117,2.3535612349808166,2.353917120810734
2019-01-16,2.353816653266213,2.353598124558662,2.353379506117504,2.3531607979616576,2.352942000110082,2.3527231125817027,2.3541730078885585,2.3545293089094366,2.354885556283338,2.3552417499647373,2.355597889908064
2019-01-17,2.3582833961534964,2.3580644527528345,2.357845419448282,2.3576262962587933,2.357407083203363,2.3571877803009533,2.3586404270156303,2.3589974041745787,2.359354327584747,2.3597111972005234,2.360068012976251
2019-01-18,2.358886730649402,2.358667731235071,2.3584486418938484,2.358229462644694,2.358010193506607,2.3577908344985543,2.35924385285299,2.359600921339654,2.3599579360637866,2.3603148969797645,2.3606718040419197
2019-01-21,2.349655939458671,2.349437797032443,2.3492195650312255,2.349001243473903,2.3487828323794018,2.348564331766614,2.350011664172313,2.3503673353792354,2.35072295303401,2.351078517091192,2.3514340275052916
2019-01-22,2.34881677662315,2.3485987121049314,2.3483805580437145,2.348162314458377,2.3479439813678376,2.347725558790983,2.3491723742922517,2.349527918473743,2.3498834091222123,2.350238846192231,2.3505942296383253
2019-01-23,2.351334265129713,2.351115966887466,2.350897579006248,2.3506791015049564,2.3504605344025298,2.3502418777178757,2.3516902439324365,2.352046169190221,2.352402040857606,2.3527578588891145,2.353113623239224
2019-01-24,2.34975660543242,2.349538453660347,2.3493202123094474,2.349101881398606,2.3488834609467486,2.3486649509727706,2.3501123453863255,2.3504680318312188,2.3508236647216694,2.3511792440122314,2.3515347696574125
2019-01-25,2.3477425283420494,2.3475245635572097,2.347306509270325,2.3470883655002646,2.3468701322659373,2.3466518095862225,2.3480979633759946,2.348453344946792,2.348808673009051,2.349163947517364,2.3495191684262777
2019-01-28,2.3652016075660445,2.3649820218775495,2.3647623460214238,2.364542580016677,2.364322723882359,2.3641027776374894,2.3655596858065344,2.365917710186296,2.366275680659601,2.3666335971807038,2.366991459703813
2019-01-29,2.3581498575231534,2.3579309265202393,2.357711905618525,2.357492794836965,2.3572735941945506,2.3570543037102456,2.358506868168289,2.3588638251132803,2.3592207283125344,2.359577577720443,2.3599343732913503
2019-01-30,2.337052455445563,2.336835483128769,2.3366184217174633,2.336401271230429,2.3361840316864897,2.3359667031044378,2.3374062720625064,2.3377600354597385,2.3381137455920746,2.3384674024143144,2.338821005881211
2019-01-31,2.3873781564410224,2.3871565118782487,2.3869347763024167,2.3867129497327144,2.38649103218837,2.3862690236885813,2.387739592086469,2.3881009733661798,2.3884623002339973,2.3888235726437475,2.3891847905492094
2019-02-01,2.4240824997552894,2.4238574475555215,2.42363230294343,2.4234070659384983,2.42318173656025,2.4229563148281783,2.4244494922321835,2.4248164295075045,2.4251833115343864,2.425550138265944,2.4259169096552466
2019-02-11,2.4256783407689535,2.4254531404110553,2.425227847579996,2.425002462295272,2.424776984576419,2.4245514144429436,2.426045574847215,2.4264127536875626,2.4267798772430993,2.4271469454669092,2.4275139583120313
2019-02-12,2.4444241454635964,2.444197204742248,2.4439701708331,2.4437430437557985,2.4435158235300314,2.4432885101754556,2.444794217551413,2.4451642339744333,2.445534194685398,2.4459040996370285,2.446273948782001
2019-02-13,2.5052921591904056,2.505059567473109,2.5048268802475655,2.5045940975339116,2.504361219352324,2.50412824572295,2.505671446353668,2.506050676466038,2.50642984947908,2.506808965344338,2.5071880240133106
2019-02-14,2.5088207396963074,2.508587820385043,2.5083548054310127,2.508121694854382,2.5078884886753556,2.5076551869141093,2.5092005610668418,2.509580325306131,2.5099600323656706,2.510339682196936,2.5107192747513576
2019-02-15,2.45942061261368,2.4591922796179677,2.4589638528627513,2.458735332367798,2.4585067181529157,2.4582780102378825,2.4597929550824036,2.460165241544829,2.4605374719534074,2.460909646260569,2.461281764418701
2019-02-18,2.544988689881803,2.544752412732366,2.5445160385613477,2.5442795673892027,2.544042999236428,2.54380633412349,2.545373986876877,2.545759225917084,2.546144406953221,2.546529529936062,2.546914594816338
2019-02-19,2.5370493837435237,2.5368138436805148,2.5365782068985916,2.5363424734181446,2.5361066432596076,2.5358707164433825,2.5374334787722357,2.537817516026875,2.538201495458393,2.5385854170177176,2.5389692806557327
2019-02-20,2.544988689881803,2.544752412732366,2.5445160385613477,2.5442795673892027,2.544042999236428,2.54380633412349,2.545373986876877,2.545759225917084,2.546144406953221,2.546529529936062,2.546914594816338
2019-02-21,2.5414601093759006,2.5412241598204317,2.5409881133779004,2.540751970068732,2.5405157299133965,2.540279392932331,2.541844872163703,2.542229577076991,2.5426142240666305,2.5429988130834644,2.543383344078291
2019-02-22,2.622617461011646,2.6223739767949126,2.622130392597188,2.621886708439549,2.62164292434312,2.62139904032899,2.623014510566709,2.62341150039913,2.6238084304582063,2.6242053006932107,2.6246021110533704
2019-02-25,2.8383277471798545,2.8380642363862947,2.8378006173883072,2.8375368902087024,2.8372730548703418,2.83700911139605,2.838757454060821,2.8391870963069588,2.8396166738633943,2.840046186675228,2.8404756346875106
2019-02-26,2.7800251326367316,2.7797670346670573,2.7795088307156024,2.779250520804709,2.7789921049567687,2.778733583194137,2.780446012829282,2.7808668297146792,2.7812875832391777,2.781708273349005,2.782128899990341
2019-02-27,2.742248973150079,2.741994382324981,2.7417396869582276,2.7414848870718576,2.7412299826879583,2.740974973828581,2.742664134244233,2.743079232891478,2.7434942690387993,2.7439092426331544,2.7443241536214553
2019-02-28,2.7734316079284977,2.7731741221026924,2.7729165305464685,2.7726588332821156,2.7724010303319724,2.77214312171834,2.7738514898984366,2.7742713087113704,2.7746910643136826,2.7751107566517264,2.7755303856718108
2019-03-01,2.838309902473574,2.8380463933367195,2.8377827759961174,2.8375190504745786,2.8372552167949645,2.8369912749800976,2.8387396066529527,2.839169246197908,2.8395988210535688,2.840028331165034,2.840457776477356
2019-03-04,2.9090430620618126,2.9087729860473193,2.9085027991325467,2.9082325013408745,2.907962092695733,2.9076915732205135,2.909483474844318,2.9099238213816534,2.910364101617581,2.910804315495831,2.9112444629600867
2019-03-05,2.98585954212179,2.985582334453231,2.9853050129559486,2.98502757765394,2.9847500285712543,2.984472365731901,2.9863115844879777,2.9867635588597192,2.9872154651792906,2.9876673033889376,2.9881190734308554
2019-03-06,3.0320807057387973,3.031799206890153,3.0315175924507147,3.0312358624448503,3.0309540168969824,3.030672055831491,3.0325397457295797,3.032998716673361,3.033457618511523,3.0339164511854184,3.034375214636346
2019-03-07,3.0290443741483672,3.0287631571932243,3.0284818247630403,3.028200376882159,3.0279188135749773,3.0276371348658526,3.029502954455599,3.029961465784973,3.030419908077931,3.0308782812758825,3.0313365853201866
2019-03-08,3.020413592825448,3.0201331771533977,3.0198526463353343,3.0195720003955318,3.0192912393583184,3.019010363247981,3.0208708664808577,3.021328071354951,3.0217852073893368,3.022242274525591,3.0226992727052404
2019-03-11,3.122142714344952,3.121852854125292,3.1215628748814406,3.1212727766384893,3.1209825594215856,3.1206922232558347,3.122615389218052,3.123087992993245,3.123560525610173,3.124032987008444,3.124505377127615
2019-03-12,3.151359072613597,3.1510664999426496,3.1507738071337075,3.150480994212096,3.1501880612031994,3.1498950081323573,3.1518361706792613,3.1523131969816984,3.1527901514599868,3.1532670340531688,3.153743844700236
2019-03-13,3.1461876847725305,3.1458955922140417,3.1456033797147054,3.145311047299805,3.1450185949946823,3.1447260228246368,3.146663999919118,3.147140243420242,3.1476164152150807,3.1480925152427766,3.1485685434424218
2019-03-14,3.121751670162555,3.1214618462474983,3.121171903323158,3.1208818414146218,3.120591660547035,3.1203013607454992,3.1222242858337625,3.122696830415967,3.1231693038488193,3.1236417060719344,3.1241140370248774
2019-03-15,3.1315736766613473,3.131282940869666,3.13099208569426,3.1307011111602967,3.1304100172930007,3.1301188041175525,3.132047779329179,3.132521810684339,3.1329957706662888,3.133469659214453,3.1339434762682075
2019-03-18,3.2212753909273606,3.220976327214447,3.2206771406981467,3.2203778314043467,3.2200783993589956,3.219778844587995,3.2217630739309704,3.2222506835792073,3.222738219809799,3.2232256825604346,3.2237130717687537
2019-03-19,3.2182506895962626,3.2179519066970954,3.2176530011098508,3.217353972860392,3.2170548219746427,3.21675554847848,3.2187379146770776,3.2192250664713984,3.2197121449170116,3.2201991499516645,3.2206860815130556
2019-03-20,3.20898516953323,3.2086872468463996,3.2083892018247178,3.208091034493973,3.207792744880014,3.2074943330086443,3.2094709918663424,3.209956741123956,3.2104424172440376,3.2109280201645127,3.2114135498232597
2019-03-21,3.229016080205787,3.228716297846066,3.228416392387863,3.228116363857127,3.2278162122798695,3.227515937682054,3.2295049351062826,3.229993716475132,3.230482424249915,3.2309710583681706,3.231459618767388
2019-03-22,3.226708606765233,3.2264090386317084,3.2261093474876685,3.2258095333590444,3.225509596271828,3.2252095362519655,3.2271971123272083,3.227685544410084,3.2281739029514833,3.228662187888991,3.2291503991601407
2019-03-25,3.156105884952247,3.1558128715864977,3.155519737901792,3.155226483923494,3.154933109677027,3.1546396151877687,3.1565837016586427,3.157061446493714,3.1575391193964504,3.158016720305801,3.1584942491606673
2019-03-26,3.083013912374932,3.082727684879389,3.082441339851346,3.0821548773155794,3.0818682972969227,3.0815815998201677,3.083480663367161,3.083947344152528,3.084413954671434,3.084880494864243,3.085346964671271
2019-03-27,3.103529839939328,3.1032417077418493,3.102953457229751,3.102665088427973,3.1023766013615144,3.1020879960553325,3.103999696927773,3.104469483242165,3.1049391988225072,3.105408843608767,3.1058784175408634
2019-03-28,3.077311710620335,3.0770260125180977,3.0767401971007438,3.0764542643930026,3.0761682144196625,3.0758820472054693,3.0777775983312416,3.0782434159651375,3.0787091634625345,3.079174840763906,3.079640447809679
2019-03-29,3.2206654172106486,3.2203664101277902,3.2200672802647996,3.219768027647558,3.219468652302009,3.21916915425405,3.2211530078676636,3.221640525183195,3.2221279690949842,3.222615339540731,3.2231026364580875
2019-04-01,3.345951753237415,3.3456411145514546,3.3453303483091212,3.3450194545373035,3.344708433262953,3.344397284512976,3.3464583115421003,3.346964793652263,3.3474711995032216,3.3479775290302527,3.3484837821685836
2019-04-02,3.324477681361464,3.3241690363317073,3.323860264564225,3.323551366085733,3.3232423409230103,3.3229331891027902,3.324980988612265,3.3254842201575543,3.3259873759330656,3.3264904558744903,3.326993459917472
2019-04-03,3.374207703232751,3.373894441259958,3.3735810506536015,3.373267531440798,3.3729538836487256,3.3726401073045187,3.374718539329581,3.37522929858844,3.3757399809440995,3.37625058633129,3.3767611146846916
2019-04-04,3.3674418071654424,3.367129173339502,3.366816411137932,3.366503520587794,3.366190501716212,3.365877354550266,3.367951618943605,3.36846135403787,3.3689710123831413,3.3694805939142785,3.369990098566094
2019-04-08,3.340084091903931,3.33977399797257,3.3394637767085262,3.3391534281386415,3.3388429522898204,3.3385323491889216,3.3405897618776432,3.341095355790452,3.34160087357779,3.3421063151750454,3.342611680517561
2019-04-09,3.3630993138981014,3.362787083229918,3.3624747243516513,3.3621622372903293,3.361849622073041,3.36153687872683,3.3636084682471705,3.3641175460112303,3.364626547125268,3.3651354715242277,3.3656443191430054
2019-04-10,3.3688531193966442,3.3685403545442556,3.368227461262433,3.367914439578252,3.3676012895188467,3.3672880111113077,3.369363144839553,3.3698730935664254,3.3703829655121385,3.3708927606115235,3.371402478799367
2019-04-11,3.301725388580315,3.301418855876992,3.3011121973033184,3.30080541288583,3.3004985026511213,3.3001914666257424,3.302225251261765,3.302725038755822,3.30322475099866,3.303724387926409,3.3042239494751553
2019-04-12,3.2898537031887543,3.2895482726545664,3.2892427167026077,3.288937035359318,3.2886312286511963,3.2883252966046976,3.290351768563707,3.2908497590216106,3.2913476744988683,3.2918455149318406,3.2923432802568424
2019-04-15,3.281703923494125,3.281399249586763,3.281094450572321,3.280789526477174,3.2804844773277537,3.280179303150451,3.282200755038201,3.2826975118508157,3.28319419386853,3.2836908010278623,3.284187333265285
2019-04-16,3.319821366260784,3.319513153524053,3.319204814227106,3.318896348396623,3.3185877560593453,3.318279037241969,3.320323968571629,3.320826495282996,3.3213289463307096,3.3218313216505506,3.3223336211782537
2019-04-17,3.3080172722468912,3.3077101554041013,3.3074029124510975,3.3070955434144667,3.306788048320853,3.3064804271968593,3.3085180874841935,3.309018827390823,3.3095194919028317,3.310020080956229,3.310520594486978
2019-04-18,3.301427596405762,3.3011210913495113,3.3008144604342626,3.3005077036865496,3.300200821132963,3.299893812800053,3.301927414003149,3.302427156419925,3.3029268235922684,3.3034264154563164,3.3039259319481595
2019-04-19,3.3579105321868705,3.3575987832459964,3.3572869062928477,3.3569749013544126,3.3566627684577366,3.3563505076298235,3.3584189009835286,3.3589271933133373,3.359435409111384,3.3599435483127125,3.36045161085232
2019-04-22,3.2609481590959684,3.2606454121570314,3.2603425409022777,3.2600395453579156,3.2597364255502104,3.259433181505385,3.2614418483338783,3.2619354633129802,3.2624290039702366,3.2629224702425668,3.263415862066845
2019-04-23,3.2543584832548382,3.254056348102441,3.2537540888854424,3.2534517056299976,3.2531491983623195,3.252846567108578,3.2548511748528335,3.2553437923420816,3.2558363356596725,3.2563288047426533,3.2568211995280256
2019-04-24,3.2633553892326295,3.263052418806069,3.262749323971922,3.2624461047564153,3.262142761185835,3.2618392932864224,3.2638494429116633,3.2643434222770713,3.264837327265769,3.26533115781463,3.2658249138604813
2019-04-25,3.251815131045004,3.251513232017825,3.2512112090230043,3.2509090620866754,3.2506067912350325,3.2503043964942226,3.252307437593758,3.2527996700916826,3.2532918284759167,3.2537839126835566,3.254275922651653
2019-04-26,3.261986159190575,3.261683315883547,3.2613803482211305,3.261077256229542,3.2607740399350567,3.2604706993639043,3.2624800055758705,3.2629737776787198,3.263467475436066,3.2639610987848084,3.264454647661801
2019-04-29,3.289278110093751,3.288972732997717,3.2886672305058546,3.2883616026445996,3.288055849440447,3.2877499709198457,3.2897760883271423,3.290273991656591,3.2907718200185125,3.291269573349279,3.2917672515852145
2019-04-30,3.278940795977483,3.2786363785993142,3.2783318362194023,3.2780271688641,3.2777223765598187,3.277417459332925,3.279437209199571,3.2799335477531195,3.2804298115747437,3.2809260006010152,3.2814221147684584
2019-05-06,3.1495437793318737,3.149251375193041,3.1489588509854154,3.1486662067343096,3.1483734424650938,3.148080558203093,3.150020602572331,3.1504973540908976,3.150974033826689,3.1514506417187818,3.1519271777062032
2019-05-07,3.1874661147625263,3.18717018990812,3.1868741435392223,3.186577975681452,3.1862816863604833,3.1859852756019467,3.187948679231597,3.1884311711152042,3.1889135903517296,3.189395936879517,3.1898782106368584
2019-05-08,3.1321076740468636,3.1318168886787823,3.1315259839066174,3.1312349597555427,3.1309438162507863,3.1306525534175336,3.1325818575589013,3.133055969746106,3.13353001054793,3.1340039799037878,3.134477877753043
2019-05-09,3.126567418215346,3.126243389345247,3.1259192475536,3.1255949928693942,3.125270625321672,3.1249461449394333,3.1270020943446664,3.127436687570427,3.1278711978348315,3.128305625080047,3.1287399692481945
2019-05-10,3.150034409331498,3.1496607934132457,3.1492870735043414,3.1489132496391,3.148539321851889,3.1481652901770305,3.1504298482482977,3.1508251918259944,3.151220440009737,3.151615592744648,3.1520106499758023
2019-05-13,3.1491666341504794,3.1486854999601928,3.1482042873472764,3.1477229963566913,3.147241627033448,3.1467601794225057,3.149463389707006,3.149760025210726,3.150056540615759,3.150352935876203,3.1506492109461157
2019-05-14,3.1660076810725246,3.16555281196974,3.1650978552103077,3.164642810837276,3.1641876788937435,3.1637324594227585,3.166337499766537,3.166667203694956,3.166996792808055,3.167326267056085,3.167655626389251
2019-05-15,3.170472308565734,3.170018089409545,3.1695637821018963,3.169109386685791,3.168654903204279,3.1682003317003633,3.1708051400156543,3.171137857068706,3.171470459674814,3.171802947783881,3.172135321345767
2019-05-16,3.185620863096345,3.1851489151435985,3.1846768830777075,3.184204766943179,3.1837325667845633,3.1832602826463665,3.1859410540689757,3.1862611271116434,3.186581082175574,3.186900919211972,3.187220638172002
2019-05-17,3.1662087860786046,3.165716219802347,3.165223576889083,3.164730857384908,3.1642380613359604,3.163745188788332,3.1665077627763374,3.16680661839222,3.1671053528799136,3.167403966193064,3.1677024582852735
2019-05-20,3.1457353923372775,3.1452405522634077,3.144745637747071,3.1442506488344617,3.1437555855718156,3.1432604480053223,3.1460293544037494,3.146323195589669,3.1466169158493513,3.146910515137096,3.1472039934071594
2019-05-21,3.1538910722872733,3.1534423508338323,3.1529935398273263,3.152544639310707,3.1520956493269687,3.151646569919062,3.154236013018935,3.1545808419371624,3.1549255589903606,3.155270164126917,3.1556146572951738
2019-05-22,3.151641892659638,3.1512134733891597,3.150784958941588,3.1503563493581406,3.149927644680082,3.1494988449486327,3.152005750187258,3.15236950017103,3.152733142557358,3.153096677292625,3.1534601043231687
2019-05-23,3.1455365950503453,3.1451047277391257,3.144672766598658,3.144240711670466,3.1438085629961225,3.143376320617155,3.145895777247499,3.1462548511927304,3.146613816832953,3.1469726741150614,3.147331422985903
2019-05-24,3.161290717805213,3.1608566875273807,3.1604225629503646,3.1599883441158982,3.1595540310657615,3.1591196238416894,3.1616516989324555,3.1620125712656058,3.162373334751312,3.1627339893362025,3.163094534966859
2019-05-27,3.163504506823284,3.16307017260268,3.1626357440168564,3.162201221107576,3.161766603916648,3.1613318924858365,3.1638657407384305,3.1642268657832986,3.1645878819044992,3.1649487890486228,3.1653095871622137
2019-05-28,3.159076928787142,3.1586432024520814,3.158209381883873,3.15777546712422,3.157341458214875,3.156907355197543,3.1594376571264804,3.1597982767479125,3.160158787598125,3.1605191896237823,3.1608794827715037
2019-05-29,3.1668251903503903,3.166390400215629,3.1659555156165946,3.1655205365950927,3.1650854631929777,3.164650295452057,3.1671868034473936,3.167548307559838,3.1679097026342804,3.1682709886172535,3.168632165455246
2019-05-30,3.151328667223894,3.1508960046885335,3.1504632481511514,3.1500303976533477,3.1495974532367725,3.1491644149430287,3.1516885108055672,3.152048245935987,3.1524078725619695,3.152767390630311,3.1531268000877613
2019-05-31,3.185642397003993,3.185205023355673,3.1847675546817755,3.1843299910243537,3.1838923324255117,3.183454578927305,3.1860061587981816,3.1863698109602288,3.186733353436371,3.1870967861728263,3.1874601091157633
2019-06-03,3.2254905993292686,3.22504775471106,3.2246048138786287,3.224161776874554,3.2237186437414667,3.223275414521948,3.2258589113057337,3.226227112278703,3.2265952021937405,3.226963180996392,3.227331048632152
2019-06-04,3.2586974346003315,3.2582500308405486,3.257802529876006,3.257354931749721,3.256907236504762,3.2564594441841503,3.25906953839536,3.2594415300440978,3.259813409491548,3.2601851766826964,3.2605568315624756
2019-06-05,3.279728430272005,3.2792781390558923,3.278827750007679,3.2783772631706602,3.277926678588183,3.277475996303546,3.280102935552124,3.2804773279621817,3.280851607446827,3.2812257739506894,3.2815998274183475
2019-06-06,3.2786215357629698,3.2781713965182426,3.277721159474433,3.2772708246748214,3.27682039216274,3.2763698619814723,3.2789959146491365,3.279370180703335,3.2797443338702332,3.2801183740944793,3.28049230132067
2019-06-10,3.2686594851816504,3.2682107136793954,3.2677618446752192,3.267312878212271,3.2668638143337505,3.266414653082811,3.2690327265222483,3.269405855373716,3.26977887168089,3.2701517753885874,3.2705245664415723
2019-06-11,3.250949173037083,3.250502833077001,3.2500563961432842,3.2496098622788483,3.2491632315266594,3.248716503929636,3.2513203920744473,3.251691499232172,3.2520624944553926,3.2524333776892247,3.2528041488787327
2019-06-12,3.2816140250681465,3.2811634749687784,3.280712826981063,3.2802620811483214,3.279811237513925,3.2793602961211974,3.2819887456603634,3.2823633533176264,3.2827378479845537,3.283112229605743,3.2834864981257406
2019-06-13,3.286806196545292,3.286354933585314,3.28590357258211,3.285452113579069,3.285000556619632,3.28454890174719,3.287181510020632,3.287556710382332,3.2879317975749225,3.2883067715429144,3.288681632230766
2019-06-14,3.3262199380194644,3.3257632637390198,3.3253064902396634,3.324849617565305,3.324392645759906,3.3239355748673787,3.326599752066911,3.3269794516443154,3.327359036695543,3.327738507164439,3.3281178629947954
2019-06-17,3.291879083596497,3.2914271241530972,3.2909750665151507,3.2905229107261134,3.2900706568294926,3.289618304868748,3.2922549763341222,3.292630755783527,3.293006421889156,3.2933819745954347,3.2937574138467354
2019-06-18,3.314722053854229,3.3142669581789503,3.313811763627734,3.3133564702443388,3.3129010780725725,3.3124455871561973,3.315100554982505,3.315478942036432,3.31585721496007,3.316235373697458,3.316613418192582
2019-06-19,3.3011506725344004,3.3006974401456497,3.300244109285787,3.2997906799983903,3.2993371523270896,3.2988835263154677,3.3015276239752342,3.3019044618087707,3.3022811859792984,3.302657796431087,3.30303429310835
2019-06-20,3.358581196111446,3.3581200787831786,3.3576588612706852,3.357197543618302,3.3567361258704183,3.356274608071374,3.3589647054227796,3.3593480991503752,3.359731377237553,3.360114539627613,3.360497586263798
2019-06-21,3.3805758339379777,3.3801116968498657,3.3796474589214425,3.3791831201973346,3.378718680722222,3.3782541405407347,3.380961854770669,3.381347759262689,3.381733547356987,3.3821192189964906,3.3825047741240715
2019-06-24,3.3998996841092377,3.399432893947806,3.398966002369646,3.3984990094196386,3.3980319151427194,3.397564719583774,3.400287911491671,3.400676021868413,3.4010640151820875,3.401451891375295,3.4018396503905817
2019-06-25,3.356731766158193,3.356270902747919,3.3558099392085867,3.3553488755845073,3.3548877119200458,3.3544264482595176,3.3571150642870164,3.357498246895749,3.3578813139277424,3.358264265326327,3.3586471010347774
2019-06-26,3.3577601766257663,3.357299172019595,3.356838067253688,3.356376862372371,3.3559155574200217,3.3554541524409705,3.358143592186615,3.3585268921919798,3.3589100765851962,3.359293145309577,3.359676098308379
2019-06-27,3.400953416263831,3.4004864814299536,3.4000194451479158,3.399552307462612,3.3990850684189926,3.3986177280619567,3.4013417639697194,3.4017299946336528,3.402118108198237,3.402506104606055,3.4028939837996353
